original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score,top6_match,top6_score,top7_match,top7_score,top8_match,top8_score,top9_match,top9_score,top10_match,top10_score,top11_match,top11_score,top12_match,top12_score,top13_match,top13_score,top14_match,top14_score,top15_match,top15_score,top16_match,top16_score,top17_match,top17_score,top18_match,top18_score,top19_match,top19_score,top20_match,top20_score,updated_value,top1_accuracy,top3_accuracy,top5_accuracy
S_T_MDS,Myelodysplastic Syndrome,8,2,"Myelodysplastic/Myeloproliferative Neoplasm with Ring Sideroblasts and Thrombocytosis, Not Otherwise Specified",0.6806,Myelodysplastic Syndrome with Somatic Mutation,0.6471,Secondary Myelodysplastic Syndrome,0.6372,Myelodysplastic/Myeloproliferative Neoplasm with SF3B1 Mutation and Thrombocytosis,0.6304,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,0.6281,Smoldering Systemic Mastocytosis,0.6275,"Myelodysplastic Syndrome, Not Otherwise Specified",0.6263,Myelodysplastic Syndrome,0.6204,Myeloid Sarcoma,0.6165,Smoldering Systemic Mastocytosis with an Associated Myeloid Neoplasm,0.6133,Seminal Vesicle Mixed Epithelial and Stromal Tumor,0.6118,Myelodysplastic Syndrome with Mutated SF3B1,0.5987,Systemic Mastocytosis,0.5966,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,0.5940,Malignant Superior Sulcus Neoplasm,0.5927,Testicular Myeloid Sarcoma,0.5904,Systemic Mastocytosis with an Associated Myeloid Neoplasm,0.5896,Recurrent Myelodysplastic Syndrome,0.5871,Multiple Myeloma by ISS Stage,0.5842,"Myelodysplastic Syndrome, Not Otherwise Specified with Single Lineage Dysplasia",0.5841,S_T_MDS,False,False,False
T-ALL,T Acute Lymphoblastic Leukemia,4,2,Mature T-ALL,0.8836,"T Acute Lymphoblastic Leukemia, Not Otherwise Specified",0.8335,Pre T-ALL,0.8320,T Acute Lymphoblastic Leukemia,0.8314,T Lymphoblastic Lymphoma,0.8219,T Lymphoblastic Leukemia/Lymphoma,0.7865,T-Cell Chronic Lymphocytic Leukemia,0.7680,"T Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified",0.7634,Adult T Lymphoblastic Lymphoma,0.7488,T-Cell Non-Hodgkin Lymphoma,0.7429,Adult T-Cell Leukemia/Lymphoma,0.7354,Childhood T Lymphoblastic Lymphoma,0.7340,Adult T Acute Lymphoblastic Leukemia,0.7217,Childhood T Acute Lymphoblastic Leukemia,0.7197,Common Acute Lymphoblastic Leukemia,0.7190,"Early T Precursor Acute Lymphoblastic Leukemia, Not Otherwise Specified",0.7160,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0.7118,Acute Lymphoblastic Leukemia,0.7113,Childhood T Lymphoblastic Leukemia/Lymphoma,0.7070,Lymphoblastic Lymphoma,0.7063,T-ALL,False,False,True
T-CELL ACUTE LYMPHOID LEUKEMIA,T Acute Lymphoblastic Leukemia,1,2,T Acute Lymphoblastic Leukemia,0.9162,"T Acute Lymphoblastic Leukemia, Not Otherwise Specified",0.8620,T Lymphoblastic Leukemia/Lymphoma,0.8344,Acute Adult T-Cell Leukemia/Lymphoma,0.8302,T-Cell Chronic Lymphocytic Leukemia,0.8253,Adult T-Cell Leukemia/Lymphoma,0.8216,Adult T Acute Lymphoblastic Leukemia,0.8127,T Acute Lymphoblastic Leukemia with TAL1 Rearrangement,0.8058,T Lymphoblastic Lymphoma,0.8036,Childhood T Acute Lymphoblastic Leukemia,0.7960,Cutaneous Adult T-Cell Leukemia/Lymphoma,0.7909,T-Cell Large Granular Lymphocyte Leukemia,0.7862,Early T Precursor Acute Lymphoblastic Leukemia,0.7781,T Acute Lymphoblastic Leukemia with TLX1 Rearrangement,0.7699,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0.7688,T Acute Lymphoblastic Leukemia with LMO1 Rearrangement,0.7665,Cutaneous T Lymphoblastic Leukemia/Lymphoma,0.7650,Infant T Acute Lymphoblastic Leukemia,0.7646,"T Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified",0.7627,Adult T Lymphoblastic Lymphoma,0.7591,T-CELL ACUTE LYMPHOID LEUKEMIA,True,True,True
T-CELL LARGE GRANULAR LYMPHOCYTIC LEUKEMIA,T-Cell Large Granular Lymphocyte Leukemia,1,2,T-Cell Large Granular Lymphocyte Leukemia,0.9849,"T-Cell Large Granular Lymphocyte Leukemia, Common Variant",0.9123,T-Cell Large Granular Lymphocyte Leukemia Expressing the T-Cell Receptor Gamma-Delta,0.7954,T Lymphoblastic Leukemia/Lymphoma,0.7944,T Lymphoblastic Lymphoma,0.7813,T-Cell Chronic Lymphocytic Leukemia,0.7705,T Acute Lymphoblastic Leukemia,0.7659,Low Grade T-Cell Lymphoma,0.7617,Refractory T-Cell Large Granular Lymphocyte Leukemia,0.7613,Cutaneous T Lymphoblastic Leukemia/Lymphoma,0.7579,Splenic Manifestation of T-Cell Large Granular Lymphocyte Leukemia,0.7501,"T Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified",0.7460,"T Acute Lymphoblastic Leukemia, Not Otherwise Specified",0.7404,Adult T-Cell Leukemia/Lymphoma,0.7328,Recurrent T-Cell Large Granular Lymphocyte Leukemia,0.7223,Adult T Lymphoblastic Lymphoma,0.7193,Cutaneous Adult T-Cell Leukemia/Lymphoma,0.7166,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0.7131,"Peripheral T-Cell Lymphoma, Large Cell",0.7113,Childhood T Lymphoblastic Leukemia/Lymphoma,0.7092,T-CELL LARGE GRANULAR LYMPHOCYTIC LEUKEMIA,True,True,True
"T-CELL, NON-HODGKINS, ANAPLASTIC LARGE CELL ALCL",Anaplastic Large Cell Lymphoma,4,2,Lymphohistiocytic Variant Anaplastic Large Cell Lymphoma,0.7729,"Anaplastic Large Cell Lymphoma, Lymphomatoid Papulosis-Like Histology",0.7561,Common Variant Anaplastic Large Cell Lymphoma,0.7493,Anaplastic Large Cell Lymphoma,0.7469,Lung Anaplastic Large Cell Lymphoma,0.7304,Small Cell Variant Anaplastic Large Cell Lymphoma,0.7222,Adult Anaplastic Large Cell Lymphoma,0.7218,"Anaplastic Large Cell Lymphoma, Giant Cell Rich Subtype",0.7198,"Anaplastic Large Cell Lymphoma, ALK-Positive",0.7132,Localized Anaplastic Large Cell Lymphoma,0.7018,"Anaplastic Large Cell Lymphoma, ALK-Negative",0.7004,Advanced Anaplastic Large Cell Lymphoma,0.6951,Primary Cutaneous Anaplastic Large Cell Lymphoma,0.6942,Noncutaneous Anaplastic Large Cell Lymphoma by Ann Arbor Stage,0.6924,"Anaplastic Large Cell Lymphoma, Sarcomatoid Subtype",0.6885,Aggressive T-Cell Non-Hodgkin Lymphoma,0.6870,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0.6869,Adult Primary Cutaneous Anaplastic Large Cell Lymphoma,0.6869,"Peripheral T-Cell Lymphoma, Large Cell",0.6793,"Childhood Anaplastic Large Cell Lymphoma, ALK-Positive",0.6753,"T-CELL, NON-HODGKINS, ANAPLASTIC LARGE CELL ALCL",False,False,True
"T-CELL, NON-HODGKINS, CUTANEOUS",Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,1,2,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.8720,Early Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.7993,T-Cell Non-Hodgkin Lymphoma,0.7859,Cutaneous Mature T-Cell and NK-Cell Neoplasm,0.7469,"Primary Cutaneous Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.7269,Cutaneous Nasal Type Extranodal NK/T-Cell Lymphoma,0.7090,Advanced Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.7028,Indolent T-Cell Non-Hodgkin Lymphoma,0.7024,"Primary Cutaneous Peripheral T-Cell Lymphoma, Rare Subtype",0.7020,Primary Cutaneous Gamma-Delta T-Cell Lymphoma,0.6867,Cutaneous T Lymphoblastic Leukemia/Lymphoma,0.6845,Cutaneous Adult T-Cell Leukemia/Lymphoma,0.6837,Stage IV Cutaneous T-Cell Non-Hodgkin Lymphoma,0.6833,T-Cell and NK-Cell Neoplasm,0.6806,Primary Central Nervous System T-Cell Non-Hodgkin Lymphoma,0.6732,Stage I Cutaneous T-Cell Non-Hodgkin Lymphoma,0.6649,Aggressive T-Cell Non-Hodgkin Lymphoma,0.6628,Primary Cutaneous CD30-Positive T-Cell Lymphoproliferative Disorder,0.6627,Mature T-Cell and NK-Cell Non-Hodgkin Lymphoma,0.6615,Low Grade T-Cell Lymphoma,0.6589,"T-CELL, NON-HODGKINS, CUTANEOUS",True,True,True
"T-CELL, NON-HODGKINS, CUTANEOUS, SEZARY SYNDROME",Sezary Syndrome,9,2,Mycosis Fungoides and Sezary Syndrome,0.7449,Recurrent Mycosis Fungoides and Sezary Syndrome,0.7000,Stage IV Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6922,Refractory Mycosis Fungoides and Sezary Syndrome,0.6862,Stage IVA1 Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6687,Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6653,Stage I Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6608,Stage IVA2 Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6581,Sezary Syndrome,0.6538,Stage IV Mycosis Fungoides and Sezary Syndrome AJCC v7,0.6503,Stage IA Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6451,Stage II Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6421,Recurrent Sezary Syndrome,0.6335,Stage IVA Mycosis Fungoides and Sezary Syndrome AJCC v7,0.6289,Stage III Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6169,Stage IVB Mycosis Fungoides and Sezary Syndrome AJCC v7,0.6169,Stage IIIB Mycosis Fungoides and Sezary Syndrome AJCC v8,0.6082,Stage I Mycosis Fungoides and Sezary Syndrome AJCC v7,0.6054,Refractory Sezary Syndrome,0.6013,Mycosis Fungoides and Sezary Syndrome by AJCC v8 Stage,0.5992,"T-CELL, NON-HODGKINS, CUTANEOUS, SEZARY SYNDROME",False,False,False
T-CELL_ALL,T Acute Lymphoblastic Leukemia,7,2,Mature T-ALL,0.8227,Pre T-ALL,0.7689,T-Cell Chronic Lymphocytic Leukemia,0.7608,"T Acute Lymphoblastic Leukemia, Not Otherwise Specified",0.7291,T-Cell Non-Hodgkin Lymphoma,0.7274,T Lymphoblastic Lymphoma,0.7256,T Acute Lymphoblastic Leukemia,0.7108,Cutaneous Adult T-Cell Leukemia/Lymphoma,0.7090,Adult T-Cell Leukemia/Lymphoma,0.7089,T Lymphoblastic Leukemia/Lymphoma,0.7014,Aggressive T-Cell Non-Hodgkin Lymphoma,0.6908,"T Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified",0.6882,Chronic Adult T-Cell Leukemia/Lymphoma,0.6846,Cutaneous T Lymphoblastic Leukemia/Lymphoma,0.6806,T-Cell and NK-Cell Neoplasm,0.6763,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0.6704,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.6687,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.6650,T-Cell Non-Hodgkin Lymphoma by Ann Arbor Stage,0.6646,Adult T Lymphoblastic Lymphoma,0.6624,T-CELL_ALL,False,False,False
T-CELL_LYMPHOMA_OTHER,T-Cell Non-Hodgkin Lymphoma,2,2,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.8055,T-Cell Non-Hodgkin Lymphoma,0.7901,"Intestinal T-Cell Lymphoma, Not Otherwise Specified",0.7533,"T Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified",0.7262,T Lymphoblastic Lymphoma,0.7185,"Lymphoepithelioid Variant Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.7149,Low Grade T-Cell Lymphoma,0.7044,"Primary Cutaneous Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.6892,Gastric T-Cell Non-Hodgkin Lymphoma,0.6874,"Follicular Helper T-Cell Lymphoma, Not Otherwise Specified",0.6807,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.6796,T-Cell and NK-Cell Neoplasm,0.6782,"Peripheral T-Cell Lymphoma, Large Cell",0.6746,High Grade T-Cell Lymphoma,0.6720,Indolent T-Cell Non-Hodgkin Lymphoma,0.6712,Intestinal T-Cell Lymphoma,0.6657,"Childhood Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.6657,Primary Central Nervous System T-Cell Non-Hodgkin Lymphoma,0.6615,Aggressive T-Cell Non-Hodgkin Lymphoma,0.6591,Testicular Nasal Type Extranodal NK/T-Cell Lymphoma,0.6585,T-CELL_LYMPHOMA_OTHER,False,True,True
T-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,T Lymphoblastic Leukemia/Lymphoma,1,2,T Lymphoblastic Leukemia/Lymphoma,0.9903,T Lymphoblastic Lymphoma,0.9476,"T Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified",0.9369,T Acute Lymphoblastic Leukemia,0.8960,"T Acute Lymphoblastic Leukemia, Not Otherwise Specified",0.8875,Childhood T Lymphoblastic Leukemia/Lymphoma,0.8834,Childhood T Lymphoblastic Lymphoma,0.8556,Adult T Lymphoblastic Lymphoma,0.8356,Cutaneous T Lymphoblastic Leukemia/Lymphoma,0.8260,Early T Precursor Lymphoblastic Leukemia/Lymphoma,0.8238,Adult T-Cell Leukemia/Lymphoma,0.8234,Lymphomatous Adult T-Cell Leukemia/Lymphoma,0.7981,T-Cell Large Granular Lymphocyte Leukemia,0.7961,T-Cell Chronic Lymphocytic Leukemia,0.7935,T Acute Lymphoblastic Leukemia with TLX1 Rearrangement,0.7854,Childhood T Acute Lymphoblastic Leukemia,0.7833,T Acute Lymphoblastic Leukemia with TAL1 Rearrangement,0.7818,T Acute Lymphoblastic Leukemia with LMO1 Rearrangement,0.7786,T Acute Lymphoblastic Leukemia with LMO2 Rearrangement,0.7776,T-Cell Non-Hodgkin Lymphoma,0.7763,T-LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,True,True,True
TALL,T Acute Lymphoblastic Leukemia,99,2,Lymphoma,0.6398,Leukemia,0.6001,Adult Lymphoma,0.5920,Advanced Lymphoma,0.5827,Adenoma,0.5808,Chronic Leukemia,0.5797,Follicular Lymphoma,0.5726,Childhood Lymphoma,0.5655,Glioblastoma,0.5567,Anaplastic Lymphoma,0.5552,Flat Adenoma,0.5549,Composite Lymphoma,0.5544,Lymphocytic Neoplasm,0.5530,Tonsillar Lymphoma,0.5526,Advanced Fibrosarcoma,0.5521,Neoplasm by Morphology,0.5508,Carcinoma,0.5487,Rare Neoplasm,0.5478,Osteoma,0.5467,Malignant Neoplasm,0.5464,TALL,False,False,False
TALL CELL,Tall Cell Variant Thyroid Gland Papillary Carcinoma,1,2,Tall Cell Variant Thyroid Gland Papillary Carcinoma,0.6497,High Grade T-Cell Lymphoma,0.5976,Follicular Lymphoma,0.5888,Follicular Helper T-Cell Lymphoma,0.5886,Lymphoma,0.5883,Hairy Cell Leukemia Variant,0.5834,Giant Cell Tumor,0.5811,Classic Follicular Lymphoma,0.5805,Giant Cell Neoplasm,0.5714,Anaplastic Lymphoma,0.5695,Chronic Leukemia,0.5679,Hairy Cell Leukemia,0.5639,High Grade Lymphoma,0.5610,Neoplastic C-Cell Hyperplasia,0.5582,"Follicular Helper T-Cell Lymphoma, Follicular-Type",0.5568,Transitional Cell Neoplasm,0.5558,Breast Tall Cell Carcinoma with Reversed Polarity,0.5542,Thyroid Gland Anaplastic Carcinoma,0.5527,Giant Cell Tumor of Bone,0.5522,Adult Lymphoma,0.5490,TALL CELL,True,True,True
TALL CELL VARIANT,Tall Cell Variant Thyroid Gland Papillary Carcinoma,1,2,Tall Cell Variant Thyroid Gland Papillary Carcinoma,0.7179,Hairy Cell Leukemia Variant,0.6348,Refractory Hairy Cell Leukemia Variant,0.5957,High Grade T-Cell Lymphoma,0.5935,Common Variant Anaplastic Large Cell Lymphoma,0.5848,Small Lymphocytic Lymphoma Variant,0.5779,Breast Tall Cell Carcinoma with Reversed Polarity,0.5709,Small Cell Variant Anaplastic Large Cell Lymphoma,0.5698,Anaplastic Lymphoma,0.5638,Aggressive T-Cell Non-Hodgkin Lymphoma,0.5634,Giant Cell Tumor,0.5629,Follicular Helper T-Cell Lymphoma,0.5595,Lymphohistiocytic Variant Anaplastic Large Cell Lymphoma,0.5584,T-Cell Chronic Lymphocytic Leukemia,0.5578,Recurrent Hairy Cell Leukemia Variant,0.5571,Giant Cell Neoplasm,0.5566,Follicular Lymphoma with Unusual Cytological Features,0.5553,Chronic Leukemia,0.5540,Transformed Chronic Lymphocytic Leukemia to Hodgkin Lymphoma,0.5535,Lymphoma,0.5522,TALL CELL VARIANT,True,True,True
TALL CELL VARIANT  PHENOTYPE CHANGED AFTER CONSENSUS UPSTAGED T,Tall Cell Variant Thyroid Gland Papillary Carcinoma,1,2,Tall Cell Variant Thyroid Gland Papillary Carcinoma,0.5502,Breast Tall Cell Carcinoma with Reversed Polarity,0.5097,Refractory Transformed T-cell Non-Hodgkin Lymphoma,0.5086,"Lymphoepithelioid Variant Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.5038,"Refractory Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.5006,Primary CD30-Positive T-Cell Lymphoproliferative Disorder,0.4998,Recurrent Transformed T-cell Non-Hodgkin Lymphoma,0.4932,Pre T-ALL,0.4917,Monomorphic T/NK-Cell Post-Transplant Lymphoproliferative Disorder,0.4915,Refractory Thrombocytopenia,0.4882,Refractory T-Cell Non-Hodgkin Lymphoma,0.4863,Spindle Cell Variant Thyroid Gland Papillary Carcinoma,0.4849,Advanced Transformed Non-Hodgkin Lymphoma,0.4830,Neoplastic Post-Transplant Lymphoproliferative Disorder,0.4789,Refractory Hepatosplenic T-Cell Lymphoma,0.4779,Primary Cutaneous CD4-Positive Small/Medium T-Cell Lymphoproliferative Disorder,0.4778,Monomorphic Post-Transplant Lymphoproliferative Disorder,0.4778,Advanced Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.4758,"Recurrent Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.4743,Refractory Follicular Helper T-Cell Lymphoma,0.4740,TALL CELL VARIANT  PHENOTYPE CHANGED AFTER CONSENSUS UPSTAGED T,True,True,True
TC:NEC,Thymus Neuroendocrine Carcinoma,10,2,"Central Nervous System Embryonal Tumor, Not Elsewhere Classified",0.6402,"Cerebral Embryonal Tumor, Not Otherwise Specified",0.6118,"Central Nervous System Embryonal Tumor, Not Otherwise Specified",0.6093,Non-Encapsulated Neoplasm,0.6056,"Adult Central Nervous System Embryonal Tumor, Not Otherwise Specified",0.5939,"Medullary Carcinoma, Not Otherwise Specified",0.5891,Cutaneous Nasal Type Extranodal NK/T-Cell Lymphoma,0.5870,T-Cell and NK-Cell Neoplasm,0.5867,Encapsulated Neoplasm,0.5848,Thymus Neuroendocrine Carcinoma,0.5805,Unresectable Neuroendocrine Carcinoma,0.5800,Unresectable Thyroid Gland Carcinoma,0.5793,Nasal Cavity Neuroendocrine Tumor,0.5793,Nasal Cavity Extranodal NK/T-Cell Lymphoma,0.5781,Testicular Germ Cell Neoplasia In Situ with Extratubular Extension,0.5779,Unresectable Neuroendocrine Tumor,0.5777,Unresectable NUT Carcinoma,0.5749,"Cerebellopontine Angle Embryonal Tumor, Not Otherwise Specified",0.5735,"Childhood Central Nervous System Embryonal Tumor, Not Otherwise Specified",0.5735,Mature T-Cell and NK-Cell Neoplasm,0.5727,TC:NEC,False,False,False
TC:SCC,Thymus Squamous Cell Carcinoma,99,2,Carcinoma,0.6816,Secondary Carcinoma,0.6750,Carcinoma Simplex,0.6684,Sebaceous Carcinoma,0.6386,Squamous Cell Carcinoma,0.6379,Skin Carcinoma,0.6341,Solid Carcinoma,0.6338,"Thyroid Gland Anaplastic Carcinoma, Squamous Cell Carcinoma Pattern",0.6305,Serous Tubal Intraepithelial Carcinoma,0.6257,Conjunctival Sebaceous Carcinoma,0.6237,Thyroid Gland Carcinoma,0.6201,Superficial Spreading Adenocarcinoma,0.6192,Skin Squamous Cell Carcinoma,0.6168,Carcinomatosis,0.6132,Transplant-Related Squamous Cell Carcinoma,0.6090,Conjunctival Carcinoma,0.6082,Thyroid Gland Anaplastic Carcinoma,0.6073,Superior Sulcus Lung Carcinoma,0.6057,"Secondary Central Atypical Cartilaginous Tumor/Chondrosarcoma, Grade 1",0.6052,Thymus Carcinoma,0.6040,TC:SCC,False,False,False
TELANGIECTATIC OSTEOSARCOMA,Telangiectatic Osteosarcoma,1,2,Telangiectatic Osteosarcoma,1.0000,Osteosarcoma,0.7539,Conventional Osteosarcoma,0.7503,Bone Osteosarcoma,0.7387,Localized Osteosarcoma,0.7081,Osteoblastic Osteosarcoma,0.7050,Secondary Osteosarcoma,0.7043,Primary Bone Osteosarcoma,0.6954,Small Cell Osteosarcoma,0.6947,Jaw Osteosarcoma,0.6905,Childhood Conventional Osteosarcoma,0.6880,Multifocal Osteosarcoma,0.6843,Fibroblastic Osteosarcoma,0.6797,Extraskeletal Osteosarcoma,0.6786,High Grade Osteosarcoma,0.6762,Childhood Osteosarcoma,0.6745,Periosteal Osteosarcoma,0.6736,Hemangioblastoma,0.6720,Refractory Osteosarcoma,0.6712,Unresectable Osteosarcoma,0.6677,TELANGIECTATIC OSTEOSARCOMA,True,True,True
TERATOMA,Teratoma,1,2,Teratoma,1.0000,Mature Teratoma,0.9093,Benign Teratoma,0.9092,Immature Teratoma,0.9054,Childhood Teratoma,0.8945,Malignant Teratoma,0.8820,Adult Teratoma,0.8790,Cardiac Teratoma,0.8705,Cystic Teratoma,0.8658,Gonadal Teratoma,0.8642,Testicular Teratoma,0.8592,Childhood Mature Teratoma,0.8510,Childhood Immature Teratoma,0.8387,Ovarian Teratoma,0.8383,Central Nervous System Teratoma,0.8349,Teratoma with Endocrine Differentiation,0.8333,Pericardial Teratoma,0.8313,Lung Teratoma,0.8234,Nasopharyngeal Teratoma,0.8227,Thyroid Gland Teratoma,0.8225,TERATOMA,True,True,True
TERATOMA IMMATURE,Immature Teratoma,1,2,Immature Teratoma,0.9851,Childhood Immature Teratoma,0.9354,Teratoma,0.9087,Mature Teratoma,0.9051,Central Nervous System Immature Teratoma,0.8994,Childhood Teratoma,0.8899,Childhood Mature Teratoma,0.8866,Childhood Central Nervous System Immature Teratoma,0.8755,Benign Teratoma,0.8725,Intermediate Immature Teratoma,0.8723,Immature Ovarian Teratoma,0.8716,Testicular Immature Teratoma,0.8709,Adult Teratoma,0.8630,Adult Central Nervous System Immature Teratoma,0.8617,Childhood Testicular Immature Teratoma,0.8409,Childhood Ovarian Immature Teratoma,0.8403,Mediastinal Immature Teratoma,0.8399,Immature Extragonadal Teratoma,0.8346,Childhood Central Nervous System Mature Teratoma,0.8289,Childhood Ovarian Mature Teratoma,0.8205,TERATOMA IMMATURE,True,True,True
TERATOMA MATURE,Mature Teratoma,1,2,Mature Teratoma,0.9818,Childhood Mature Teratoma,0.9082,Adult Teratoma,0.8943,Teratoma,0.8886,Central Nervous System Mature Teratoma,0.8848,Immature Teratoma,0.8732,Adult Central Nervous System Mature Teratoma,0.8696,Testicular Mature Teratoma,0.8642,Mature Ovarian Teratoma,0.8579,Malignant Teratoma,0.8534,Childhood Central Nervous System Mature Teratoma,0.8481,Mediastinal Mature Teratoma,0.8476,Benign Teratoma,0.8439,Adult Central Nervous System Immature Teratoma,0.8387,Childhood Teratoma,0.8298,Childhood Testicular Mature Teratoma,0.8293,Pericardial Mature Teratoma,0.8273,Adult Central Nervous System Teratoma,0.8204,Childhood Immature Teratoma,0.8182,Childhood Ovarian Mature Teratoma,0.8150,TERATOMA MATURE,True,True,True
TERATOMA WITH MALIGNANT TRANSFORMATION,Teratoma with Somatic-Type Malignancy,4,2,Central Nervous System Teratoma with Malignant Transformation,0.8973,Malignant Teratoma,0.8621,Teratoma,0.8210,Teratoma with Somatic-Type Malignancy,0.8103,Sellar Teratoma with Malignant Transformation,0.8038,Mature Teratoma,0.7929,Malignant Trophoblastic Teratoma,0.7657,Immature Teratoma,0.7574,Childhood Mature Teratoma,0.7380,Childhood Teratoma,0.7370,Adult Teratoma,0.7343,Benign Teratoma,0.7303,Teratoma with Endocrine Differentiation,0.7254,Pericardial Mature Teratoma,0.7180,Cardiac Teratoma,0.7159,Cystic Teratoma,0.7142,Thyroid Gland Teratoma,0.7139,Malignant Ovarian Teratoma,0.7117,Intermediate Immature Teratoma,0.7103,Testicular Mature Teratoma,0.7077,TERATOMA WITH MALIGNANT TRANSFORMATION,False,False,True
TESTICULAR NON-SEMINOMA,Testicular Non-Seminomatous Germ Cell Tumor,1,2,Testicular Non-Seminomatous Germ Cell Tumor,0.8988,Malignant Testicular Non-Seminomatous Germ Cell Tumor,0.8677,Childhood Testicular Non-Seminomatous Germ Cell Tumor,0.8297,Testicular Typical Seminoma,0.8250,Testicular Seminoma,0.8150,Seminoma,0.7967,"Testicular Seminoma, Tubular Variant",0.7891,Intratubular Non-Seminoma,0.7684,Testicular Spermatocytic Tumor,0.7593,"Testicular Seminoma, Pseudoglandular Variant",0.7546,Extragonadal Seminoma,0.7545,Mediastinal Seminoma,0.7483,Childhood Seminoma,0.7405,Intratubular Seminoma,0.7280,Testicular Seminoma with Syncytiotrophoblastic Cells,0.7246,Testicular Germ Cell Tumor,0.7215,Testicular Neoplasm,0.7173,Nongerminomatous Germ Cell Tumor,0.7148,Testicular Pure Germ Cell Tumor,0.7119,"Testicular Sex Cord-Stromal Tumor, Not Otherwise Specified",0.7095,TESTICULAR NON-SEMINOMA,True,True,True
TESTICULAR SEMINOMA,Testicular Seminoma,1,2,Testicular Seminoma,1.0000,Testicular Typical Seminoma,0.9675,Seminoma,0.9487,Childhood Seminoma,0.8933,"Testicular Seminoma, Tubular Variant",0.8804,Mediastinal Seminoma,0.8649,Intratubular Seminoma,0.8515,Testicular Seminoma with Syncytiotrophoblastic Cells,0.8190,Testicular Seminoma with High Mitotic Index,0.8149,"Testicular Seminoma, Pseudoglandular Variant",0.8120,Extragonadal Seminoma,0.8107,Testicular Spermatocytic Tumor,0.7625,Mixed Teratoma and Seminoma,0.7546,Stage I Testicular Seminoma AJCC v6 and v7,0.7502,"Testicular Seminoma, Cribriform Variant",0.7314,Testicular Mixed Embryonal Carcinoma and Seminoma,0.7150,Testicular Mixed Choriocarcinoma and Seminoma,0.7110,Suprasellar Germ Cell Tumor,0.7091,Testicular Teratoma,0.7060,Stage III Testicular Seminoma AJCC v6 and v7,0.7059,TESTICULAR SEMINOMA,True,True,True
