original_value,top1_match,top2_match,top3_match,top4_match,top5_match,top1_confidence,top1_quality,top1_rationale,top2_confidence,top2_quality,top2_rationale,top3_confidence,top3_quality,top3_rationale,top4_confidence,top4_quality,top4_rationale,top5_confidence,top5_quality,top5_rationale,best_match_rank,best_match_confidence,overall_assessment
PRIMARY MYELOFIBROSIS,Primary Myelofibrosis,Overt Primary Myelofibrosis,Chronic Phase Primary Myelofibrosis,Early/Prefibrotic Primary Myelofibrosis,Blast Phase Primary Myelofibrosis,1.0,excellent,Exact match,0.9,excellent,All key terms present (2/2 terms matched),0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,1.0,high_confidence
"PRIMARY MYELOFIBROSIS,OVERT FIBROTIC STAGE",Overt Primary Myelofibrosis,Chronic Phase Primary Myelofibrosis,Primary Myelofibrosis,Early/Prefibrotic Primary Myelofibrosis,Blast Phase Primary Myelofibrosis,0.7,good,3/5 key terms matched; 60.0% term overlap,0.3,fair,2/5 key terms matched; 35.4% term overlap,0.45,fair,2/5 key terms matched; 40.0% term overlap,0.2,poor,2/5 key terms matched; 35.4% term overlap,0.15,poor,2/5 key terms matched; 35.4% term overlap,1,0.7,good_confidence
PRIMARY NEUROEPITHELIAL TUMOR,Neuroepithelial Neoplasm,Primitive Neuroectodermal Tumor,Peripheral Primitive Neuroectodermal Tumor,Dysembryoplastic Neuroepithelial Tumor,Localized Primitive Neuroectodermal Tumor,0.35,fair,1/3 key terms matched; 30.0% term overlap,0.3,fair,1/3 key terms matched; 28.0% term overlap,0.25,poor,1/3 key terms matched; 26.7% term overlap,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.15,poor,1/3 key terms matched; 26.7% term overlap,4,0.55,low_confidence
PRIMARY RESIDUAL,Recurrent Primary Malignant Neoplasm,Recurrent Retinoblastoma,Refractory Primary Peritoneal Carcinoma,Refractory Neoplasm,Refractory Lymphoma,0.35,fair,1/2 key terms matched; 38.0% term overlap,0.15,poor,No key term overlap - likely poor match,0.25,poor,1/2 key terms matched; 38.0% term overlap,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.35,low_confidence
PRIMARY TUMOUR,Primary Neoplasm,Primary Malignant Neoplasm,Second Primary Tumor,Primary Brain Neoplasm,Secondary Neoplasm,0.55,moderate,1/2 key terms matched; 43.3% term overlap,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.45,fair,1/2 key terms matched; 40.0% term overlap,0.4,fair,1/2 key terms matched; 40.0% term overlap,0.0,poor,No key term overlap - likely poor match,1,0.55,moderate_confidence
PRIMITIVE NEUROECTODERMAL TUMOR,Primitive Neuroectodermal Tumor,Peripheral Primitive Neuroectodermal Tumor,Localized Primitive Neuroectodermal Tumor,Peripheral Primitive Neuroectodermal Tumor of Bone,Localized Peripheral Primitive Neuroectodermal Tumor,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.85,excellent,All key terms present (3/3 terms matched),0.8,good,All key terms present (3/3 terms matched),0.75,good,All key terms present (3/3 terms matched),1,1.0,high_confidence
PRIMITIVE NEUROECTODERMAL TUMOR PNET,Peripheral Primitive Neuroectodermal Tumor,Primitive Neuroectodermal Tumor,Localized Peripheral Primitive Neuroectodermal Tumor,Localized Primitive Neuroectodermal Tumor,Peripheral Primitive Neuroectodermal Tumor of Bone,0.7,good,3/4 key terms matched; 69.0% term overlap,0.65,moderate,3/4 key terms matched; 75.0% term overlap,0.6,moderate,3/4 key terms matched; 65.0% term overlap,0.55,moderate,3/4 key terms matched; 69.0% term overlap,0.5,fair,3/4 key terms matched; 65.0% term overlap,1,0.7,good_confidence
PRO MYELOCYTIC LEUKEMIA,Myeloid Leukemia,Typical Acute Promyelocytic Leukemia,Acute Myeloid Leukemia,Acute Monocytic Leukemia,Prolymphocytic Leukemia,0.35,fair,1/3 key terms matched; 30.0% term overlap,0.3,fair,1/3 key terms matched; 26.7% term overlap,0.25,poor,1/3 key terms matched; 28.0% term overlap,0.2,poor,1/3 key terms matched; 28.0% term overlap,0.15,poor,1/3 key terms matched; 30.0% term overlap,1,0.35,low_confidence
PROSTATE ADENOCARCINOMA,Prostate Adenocarcinoma,Prostate Carcinoma,Prostate Ductal Adenocarcinoma,Advanced Prostate Adenocarcinoma,Poorly Differentiated Prostate Adenocarcinoma,1.0,excellent,Exact match,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,1.0,high_confidence
PROSTATE ADENOCARCINOMA ACINAR TYPE,Prostate Acinar Adenocarcinoma,"Prostate Acinar Adenocarcinoma, Atrophic Pattern",Lung Acinar Adenocarcinoma,Prostate Acinar Oncocytic Adenocarcinoma,Prostate Acinar Mucinous Adenocarcinoma,0.7,good,3/4 key terms matched; 75.0% term overlap,0.65,moderate,3/4 key terms matched; 65.0% term overlap,0.45,fair,2/4 key terms matched; 46.0% term overlap,0.55,moderate,3/4 key terms matched; 69.0% term overlap,0.5,fair,3/4 key terms matched; 69.0% term overlap,1,0.7,good_confidence
"PROSTATE ADENOCARCINOMA, NOT OTHERWISED SPECIFIED, WITH DUCTAL FEATUES",Prostate Ductal Adenocarcinoma,"Prostate Ductal Adenocarcinoma, Papillary Pattern",Prostate Acinar Foamy Gland Adenocarcinoma,Pancreatic Ductal Adenocarcinoma,"Prostate Ductal Adenocarcinoma, Solid Pattern",0.7,good,3/5 key terms matched; 60.0% term overlap,0.5,moderate,3/5 key terms matched; 53.1% term overlap,0.25,poor,2/5 key terms matched; 34.0% term overlap,0.2,poor,2/5 key terms matched; 37.3% term overlap,0.35,fair,3/5 key terms matched; 53.1% term overlap,1,0.7,good_confidence
"PROSTATE ADENOCARCINOMA, OTHER SUBTYPE",Prostate Adenocarcinoma,Prostate Adenocarcinoma without Neuroendocrine Differentiation,Poorly Differentiated Prostate Adenocarcinoma,Metastatic Prostate Adenocarcinoma,Advanced Prostate Adenocarcinoma,0.55,moderate,2/4 key terms matched; 50.0% term overlap,0.5,moderate,2/4 key terms matched; 41.4% term overlap,0.45,fair,2/4 key terms matched; 43.3% term overlap,0.4,fair,2/4 key terms matched; 46.0% term overlap,0.35,fair,2/4 key terms matched; 46.0% term overlap,1,0.55,moderate_confidence
PROSTATE CANCER,Prostate Carcinoma,Prostate Adenocarcinoma,Malignant Prostate Neoplasm,Prostate Neoplasm,Advanced Prostate Carcinoma,0.55,moderate,1/2 key terms matched; 43.3% term overlap,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.45,fair,1/2 key terms matched; 40.0% term overlap,0.4,fair,1/2 key terms matched; 43.3% term overlap,0.35,fair,1/2 key terms matched; 40.0% term overlap,1,0.55,moderate_confidence
"PROSTATE CANCER, NOS",Prostate Carcinoma,Malignant Prostate Neoplasm,Prostate Adenocarcinoma,Prostate Neoplasm,Advanced Prostate Carcinoma,0.55,moderate,1/2 key terms matched; 43.3% term overlap,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.45,fair,1/2 key terms matched; 43.3% term overlap,0.4,fair,1/2 key terms matched; 43.3% term overlap,0.35,fair,1/2 key terms matched; 40.0% term overlap,1,0.55,moderate_confidence
PROSTATE NEUROENDOCRINE CARCINOMA,Prostate Neuroendocrine Carcinoma,Prostate Small Cell Neuroendocrine Carcinoma,Prostate Large Cell Neuroendocrine Carcinoma,Metastatic Prostate Neuroendocrine Carcinoma,Prostate Neuroendocrine Tumor,1.0,excellent,Exact match,0.9,excellent,All key terms present (3/3 terms matched),0.85,excellent,All key terms present (3/3 terms matched),0.8,good,All key terms present (3/3 terms matched),0.5,fair,2/3 key terms matched; 60.0% term overlap,1,1.0,high_confidence
PROSTATE SMALL CELL CARCINOMA,Prostate Small Cell Neuroendocrine Carcinoma,Advanced Prostate Small Cell Neuroendocrine Carcinoma,Metastatic Prostate Small Cell Neuroendocrine Carcinoma,Prostate Squamous Cell Carcinoma,Small Cell Adenocarcinoma,0.95,excellent,All key terms present (4/4 terms matched),0.9,excellent,All key terms present (4/4 terms matched),0.85,excellent,All key terms present (4/4 terms matched),0.55,moderate,3/4 key terms matched; 69.0% term overlap,0.35,fair,2/4 key terms matched; 46.0% term overlap,1,0.95,high_confidence
PROSTATE SQUAMOUS CELL CARCINOMA,Prostate Squamous Cell Carcinoma,Penile Squamous Cell Carcinoma,Prostate Carcinoma,Prostate Adenosquamous Carcinoma,Penile Clear Cell Squamous Cell Carcinoma,1.0,excellent,Exact match,0.65,moderate,3/4 key terms matched; 69.0% term overlap,0.45,fair,2/4 key terms matched; 50.0% term overlap,0.4,fair,2/4 key terms matched; 46.0% term overlap,0.5,fair,3/4 key terms matched; 65.0% term overlap,1,1.0,high_confidence
PROSTATE_ADENOCARCINOMA,Prostate Adenocarcinoma,Prostate Carcinoma,Advanced Prostate Adenocarcinoma,Poorly Differentiated Prostate Adenocarcinoma,Aggressive Prostate Adenocarcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
PROSTATE_CANCER,Prostate Carcinoma,Prostate Neoplasm,Prostate Adenocarcinoma,Malignant Prostate Neoplasm,Advanced Prostate Carcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
PROSTATE_SMALL_CELL,Prostate Small Cell Neuroendocrine Carcinoma,Advanced Prostate Small Cell Neuroendocrine Carcinoma,Prostate Undifferentiated Carcinoma,Small Cell Adenocarcinoma,Metastatic Prostate Small Cell Neuroendocrine Carcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
PROXIMAL-TYPE EPITHELIOID SARCOMA,Proximal-Type Epithelioid Sarcoma,Distal-Type Epithelioid Sarcoma,Pleural Proximal-Type Epithelioid Sarcoma,Epithelioid Sarcoma,Localized Epithelioid Sarcoma,1.0,excellent,Exact match,0.65,moderate,3/4 key terms matched; 69.0% term overlap,0.85,excellent,All key terms present (4/4 terms matched),0.4,fair,2/4 key terms matched; 50.0% term overlap,0.35,fair,2/4 key terms matched; 46.0% term overlap,1,1.0,high_confidence
PROXIMAL-TYPE EPITHELIOID SARCOMA PTES,Proximal-Type Epithelioid Sarcoma,Pleural Proximal-Type Epithelioid Sarcoma,Distal-Type Epithelioid Sarcoma,Epithelioid Sarcoma,Epithelial Synovial Sarcoma,0.85,excellent,4/5 key terms matched; 80.0% term overlap,0.65,moderate,4/5 key terms matched; 74.7% term overlap,0.45,fair,3/5 key terms matched; 56.0% term overlap,0.4,fair,2/5 key terms matched; 40.0% term overlap,0.0,poor,1/5 key terms matched; 17.7% term overlap,1,0.85,high_confidence
PSEUDOMYOGENIC HEMANGIOENDOTHELIOMA,Pseudomyogenic Hemangioendothelioma,Childhood Pseudomyogenic Hemangioendothelioma,Hemangioendothelioma,Benign Hemangioendothelioma,Polymorphus Hemangioendothelioma,1.0,excellent,Exact match,0.9,excellent,All key terms present (2/2 terms matched),0.45,fair,1/2 key terms matched; 50.0% term overlap,0.4,fair,1/2 key terms matched; 43.3% term overlap,0.35,fair,1/2 key terms matched; 43.3% term overlap,1,1.0,high_confidence
PURE ERYTHROID LEUKEMIA,Pure Erythroid Leukemia,Acute Erythroid Leukemia,Adult Pure Erythroid Leukemia,Erythroleukemia,Childhood Acute Erythroid Leukemia,1.0,excellent,Exact match,0.65,moderate,2/3 key terms matched; 60.0% term overlap,0.85,excellent,All key terms present (3/3 terms matched),0.05,poor,No key term overlap - likely poor match,0.35,fair,2/3 key terms matched; 56.0% term overlap,1,1.0,high_confidence
RA,Refractory Anemia,Retinoblastoma,Differentiated Retinoblastoma,Retinocytoma,ROSE Cluster 7,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RAEB,Acute Erythroid Leukemia,Adult Erythroleukemia,Erythroleukemia,Refractory Anemia with Excess Blasts in Transformation,Pure Erythroid Leukemia,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RARS,Refractory Anemia,CIC-Rearranged Sarcoma,Reticulosarcoma,Childhood CIC-Rearranged Sarcoma,Refractory Synovial Sarcoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RARS-T,Atypical Teratoid/Rhabdoid Tumor-MYC,CIC-Rearranged Sarcoma,Acute Myeloid Leukemia with STAT3-RARA,Reticulosarcoma,Refractory Atypical Teratoid/Rhabdoid Tumor,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RBL,Retinoblastoma,Sporadic Retinoblastoma,Hereditary Retinoblastoma,Diffuse Retinoblastoma,Intraocular Retinoblastoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RCMD,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,Cardiac Rhabdomyoma,Refractory Cytopenia of Childhood,Classic Rhabdomyoma,Rhabdomyoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RCMD-RS,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,Refractory Myelodysplastic Syndrome,Refractory Malignant Mastocytosis,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,Refractory Cytopenia of Childhood,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
READ,Retinoblastoma,Meningioma,Refractory Anemia,Retinocytoma,Reticulosarcoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
READ_GS,Sarcoma GX,Reticulosarcoma,Sarcoma by NCI Grade,Refractory Gliosarcoma,Refractory Glioma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RECTAL ADENOCARCINOMA,Rectal Adenocarcinoma,Rectal Carcinoma,Advanced Rectal Adenocarcinoma,Metastatic Rectal Adenocarcinoma,Rectal Mucinous Adenocarcinoma,1.0,excellent,Exact match,0.5,moderate,1/2 key terms matched; 43.3% term overlap,0.85,excellent,All key terms present (2/2 terms matched),0.8,good,All key terms present (2/2 terms matched),0.75,good,All key terms present (2/2 terms matched),1,1.0,high_confidence
RECTAL MUCINOUS ADENOCARCINOMA,Rectal Mucinous Adenocarcinoma,Rectosigmoid Mucinous Adenocarcinoma,Rectal Adenocarcinoma,Colorectal Mucinous Adenocarcinoma,Anal Mucinous Adenocarcinoma,1.0,excellent,Exact match,0.65,moderate,2/3 key terms matched; 60.0% term overlap,0.6,moderate,2/3 key terms matched; 66.7% term overlap,0.55,moderate,2/3 key terms matched; 60.0% term overlap,0.5,fair,2/3 key terms matched; 60.0% term overlap,1,1.0,high_confidence
RECURRENCE FIRST HGG RECORD,Recurrent Glioma,Recurrent WHO Grade 1 Glioma,Recurrent Gastric Carcinoma,Recurrent Glioblastoma,Recurrent Digestive System Neuroendocrine Tumor G1,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
RECURRENT_ENDOMETRIAL_CARCINOMA,Recurrent Endometrial Carcinoma,Recurrent Endometrial Undifferentiated Carcinoma,Recurrent Endometrial Adenocarcinoma,Locally Recurrent Endometrial Carcinoma,Recurrent Endometrial Squamous Cell Carcinoma,0.2,poor,No key term overlap - likely poor match,0.15,poor,No key term overlap - likely poor match,0.1,poor,No key term overlap - likely poor match,0.05,poor,No key term overlap - likely poor match,0.0,poor,No key term overlap - likely poor match,1,0.2,low_confidence
REFRACTORY ANAEMIA WITH EXCESS BLASTS,Refractory Anemia with Excess Blasts in Transformation,Refractory Anemia,Myelodysplastic Syndrome with Excess Blasts,Refractory Acute Leukemia,Refractory Acute Myeloid Leukemia,0.7,good,3/4 key terms matched; 65.0% term overlap,0.3,fair,1/4 key terms matched; 23.0% term overlap,0.45,fair,2/4 key terms matched; 43.3% term overlap,0.2,poor,1/4 key terms matched; 21.7% term overlap,0.15,poor,1/4 key terms matched; 20.7% term overlap,1,0.7,good_confidence
REFRACTORY ANEMIA,Refractory Anemia,Refractory Acute Leukemia,Refractory Leukemia,Refractory Acute Myeloid Leukemia,Refractory Hematologic Malignancy,1.0,excellent,Exact match,0.5,moderate,1/2 key terms matched; 40.0% term overlap,0.45,fair,1/2 key terms matched; 43.3% term overlap,0.2,poor,1/2 key terms matched; 38.0% term overlap,0.35,fair,1/2 key terms matched; 40.0% term overlap,1,1.0,high_confidence
REFRACTORY ANEMIA WITH EXCESS BLASTS-2,Refractory Anemia with Excess Blasts in Transformation,Myelodysplastic Syndrome with Excess Blasts,Refractory Anemia,Childhood Myelodysplastic Syndrome with Excess Blasts,Myelodysplastic Syndrome with Excess Blasts and Fibrosis,0.95,excellent,All key terms present (4/4 terms matched),0.5,moderate,2/4 key terms matched; 43.3% term overlap,0.45,fair,2/4 key terms matched; 50.0% term overlap,0.4,fair,2/4 key terms matched; 41.4% term overlap,0.35,fair,2/4 key terms matched; 41.4% term overlap,1,0.95,high_confidence
REFRACTORY CYTOPENIA WITH MULTILINEAGE DYSPLASIA,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,Myelodysplastic Syndrome with Ring Sideroblasts and Single Lineage Dysplasia,Refractory Myelodysplastic Syndrome,Refractory Myelodysplastic/Myeloproliferative Neoplasm,Refractory Cytopenia of Childhood,0.55,moderate,2/4 key terms matched; 40.0% term overlap,0.15,poor,1/4 key terms matched; 19.0% term overlap,0.25,poor,1/4 key terms matched; 21.7% term overlap,0.2,poor,1/4 key terms matched; 20.7% term overlap,0.35,fair,2/4 key terms matched; 46.0% term overlap,1,0.55,moderate_confidence
