original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score,top1_accuracy,top3_accuracy,top5_accuracy
SCCOHT,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",99,2,Serous Tubal Intraepithelial Carcinoma,0.5939,Childhood Ovarian Sclerosing Stromal Tumor,0.5887,Sebaceous Carcinoma,0.5724,Ovarian Serous Tumor,0.5723,"Childhood Ovarian Small Cell Carcinoma, Hypercalcemic Type",0.5627,False,False,False
SCHMINKE TUMOR/LYMPHOEPITHELIAL CARCINOMA,Nasopharyngeal-Type Undifferentiated Carcinoma,99,2,Skin Lymphoepithelial Carcinoma,0.7917,Sinonasal Lymphoepithelial Carcinoma,0.7892,Cervical Lymphoepithelioma-Like Carcinoma,0.7553,Lacrimal Drainage System Lymphoepithelial Carcinoma,0.7377,Salivary Gland Lymphoepithelial Carcinoma,0.7354,False,False,False
SCHWANNOMA,Schwannoma,1,2,Schwannoma,1.0000,Conventional Schwannoma,0.9445,Peripheral Nerve Schwannoma,0.9154,Schwannomatosis,0.8968,Bone Schwannoma,0.8930,True,True,True
SCLC,Lung Small Cell Carcinoma,3,2,Lung Neuroendocrine Carcinoma,0.7373,Neuroendocrine Carcinoma,0.7195,Lung Small Cell Carcinoma,0.7161,Lung Carcinosarcoma,0.7155,Small Cell Neuroendocrine Carcinoma,0.7117,False,True,True
SCLEROSING EPITHELIOID FIBROSARCOMA,Sclerosing Epithelioid Fibrosarcoma,1,2,Sclerosing Epithelioid Fibrosarcoma,1.0000,Childhood Sclerosing Epithelioid Fibrosarcoma,0.8290,"Skin Fibrous Histiocytoma, Epithelioid Variant",0.7125,Epithelioid Myxofibrosarcoma,0.7105,Epithelioid Sarcoma,0.6906,True,True,True
SCLEROSING RHABDOMYOSARCOMA,Sclerosing Rhabdomyosarcoma,1,2,Sclerosing Rhabdomyosarcoma,1.0000,Spindle Cell/Sclerosing Rhabdomyosarcoma,0.9284,Spindle Cell Rhabdomyosarcoma,0.8480,Rhabdomyosarcoma,0.8235,MYOD1-Mutant Spindle Cell/Sclerosing Rhabdomyosarcoma,0.7813,True,True,True
SEBACEOUS CARCINOMA,Sebaceous Carcinoma,1,2,Sebaceous Carcinoma,1.0000,Advanced Sebaceous Carcinoma,0.8884,Breast Sebaceous Carcinoma,0.8814,Salivary Gland Sebaceous Carcinoma,0.8641,Conjunctival Sebaceous Carcinoma,0.8594,True,True,True
SECOND MALIGNANCY,Secondary Malignant Neoplasm,2,2,Second Primary Malignant Neoplasm,0.9087,Secondary Malignant Neoplasm,0.8981,Secondary Neoplasm,0.8430,Metastatic Malignant Neoplasm,0.8308,Second Primary Tumor,0.8211,False,True,True
SECONDARY OSTEOSARCOMA,Secondary Osteosarcoma,1,2,Secondary Osteosarcoma,1.0000,Metastatic Osteosarcoma,0.9003,Osteosarcoma,0.8688,Bone Osteosarcoma,0.8538,Primary Bone Osteosarcoma,0.8231,True,True,True
SELLAR TUMOR,Sellar Region Neoplasm,1,2,Sellar Region Neoplasm,0.9296,Sellar Germ Cell Tumor,0.8120,Sellar Neurocytoma,0.8103,Sellar Meningioma,0.7990,Sellar Paraganglioma,0.7921,True,True,True
SEMINAL VESICLE CARCINOMA,Malignant Seminal Vesicle Neoplasm,3,2,Seminal Vesicle Squamous Cell Carcinoma,0.9180,Seminal Vesicle Adenocarcinoma,0.8964,Malignant Seminal Vesicle Neoplasm,0.8401,Seminal Vesicle Neoplasm,0.8395,Seminal Versicle Carcinoma,0.8288,False,True,True
SEMINOMA,Seminoma,1,2,Seminoma,1.0000,Testicular Seminoma,0.9487,Testicular Typical Seminoma,0.9181,Childhood Seminoma,0.8901,Mediastinal Seminoma,0.8833,True,True,True
SEMINOMA; NOS,Seminoma,1,2,Seminoma,0.9570,Testicular Seminoma,0.9229,Testicular Typical Seminoma,0.8933,Mediastinal Seminoma,0.8497,Childhood Seminoma,0.8465,True,True,True
SEROUS BORDERLINE OVARIAN TUMOR,Borderline Ovarian Serous Tumor,1,2,Borderline Ovarian Serous Tumor,0.9827,Borderline Ovarian Serous Surface Papillary Tumor,0.9191,Borderline Peritoneal Serous Tumor,0.8767,Benign Ovarian Serous Tumor,0.8656,Borderline Ovarian Serous Papillary Cystic Tumor,0.8629,True,True,True
"SEROUS BORDERLINE OVARIAN TUMOR, MICROPAPILLARY",Borderline Ovarian Serous Tumor-Micropapillary Variant,99,2,Micropapillary Serous Carcinoma,0.8286,Borderline Ovarian Serous Tumor-Micropapillary Variant/Non-Invasive Low Grade Ovarian Serous Carcinoma,0.8261,Borderline Ovarian Serous Surface Papillary Tumor,0.8002,Borderline Ovarian Serous Papillary Cystic Tumor,0.7965,Borderline Ovarian Serous Tumor,0.7864,False,False,False
SEROUS CYSTADENOCARCINOMA,Serous Cystadenocarcinoma,1,2,Serous Cystadenocarcinoma,1.0000,Ovarian Serous Cystadenocarcinoma,0.9317,Serous Cystadenoma,0.9256,Papillary Serous Cystadenocarcinoma,0.9145,Pancreatic Serous Cystadenocarcinoma,0.8855,True,True,True
SEROUS CYSTADENOMA OF THE PANCREAS,Pancreatic Serous Cystadenoma,1,2,Pancreatic Serous Cystadenoma,0.9687,Pancreatic Serous Cystadenocarcinoma,0.9057,Pancreatic Serous Adenoma,0.8780,Serous Cystadenoma,0.8772,Papillary Serous Cystadenoma,0.8638,True,True,True
SEROUS ENDOMETRIAL ADENOCARCINOMA,Endometrial Serous Adenocarcinoma,1,2,Endometrial Serous Adenocarcinoma,0.9911,Serous Adenocarcinoma,0.9265,Advanced Endometrial Serous Adenocarcinoma,0.9157,Ovarian Serous Adenocarcinoma,0.8744,Cervical Serous Adenocarcinoma,0.8568,True,True,True
SEROUS OVARIAN CANCER,Ovarian Serous Adenocarcinoma,1,2,Ovarian Serous Adenocarcinoma,0.9111,Ovarian Serous Tumor,0.8782,Serous Adenocarcinoma,0.8778,Malignant Ovarian Serous Tumor,0.8622,Serous Neoplasm,0.8400,True,True,True
SEROUS_CARCINOMA,Ovarian Serous Adenocarcinoma,99,2,Serous Adenocarcinoma,0.8981,Serous Neoplasm,0.8566,Serous Surface Papillary Carcinoma,0.8346,Serous Cystadenocarcinoma,0.8275,Endometrial Serous Adenocarcinoma,0.8189,False,False,False
SERTOLI-LEYDIG CELL TUMOR,Ovarian Sertoli-Leydig Cell Tumor,1,2,Ovarian Sertoli-Leydig Cell Tumor,0.9382,Sertoli Cell Tumor,0.8965,Testicular Sertoli Cell Tumor,0.8932,Testicular Leydig Cell Tumor,0.8856,Leydig Cell Tumor,0.8770,True,True,True
SEX CORD STROMAL TUMOR,Sex Cord-Stromal Tumor,1,2,Sex Cord-Stromal Tumor,0.9894,Testicular Sex Cord-Stromal Tumor,0.9222,Ovarian Sex Cord-Stromal Tumor,0.9172,Malignant Sex Cord-Stromal Tumor,0.9079,Adrenal Cortical Sex Cord-Stromal Tumor,0.8836,True,True,True
SEX CORD-STROMAL TUMOUR,Sex Cord-Stromal Tumor,1,2,Sex Cord-Stromal Tumor,0.9963,Testicular Sex Cord-Stromal Tumor,0.9355,Ovarian Sex Cord-Stromal Tumor,0.9186,Malignant Sex Cord-Stromal Tumor,0.9110,Adrenal Cortical Sex Cord-Stromal Tumor,0.8975,True,True,True
SEZARY SYNDROME,Sezary Syndrome,1,2,Sezary Syndrome,1.0000,Recurrent Sezary Syndrome,0.8756,Refractory Sezary Syndrome,0.8117,Mycosis Fungoides and Sezary Syndrome,0.6983,Recurrent Mycosis Fungoides and Sezary Syndrome,0.6861,True,True,True
SEZARY_SYNDROME,Sezary Syndrome,1,2,Sezary Syndrome,0.9756,Recurrent Sezary Syndrome,0.8566,Refractory Sezary Syndrome,0.8007,Mycosis Fungoides and Sezary Syndrome,0.7017,Recurrent Mycosis Fungoides and Sezary Syndrome,0.6963,True,True,True
SIGNET RING CELL CARCINOMA OF THE STOMACH,Gastric Signet Ring Cell Adenocarcinoma,1,2,Gastric Signet Ring Cell Adenocarcinoma,0.9163,Signet Ring Cell Carcinoma,0.8571,Small Intestinal Signet Ring Cell Carcinoma,0.8108,Colorectal Signet Ring Cell Carcinoma,0.8100,Colon Signet Ring Cell Adenocarcinoma,0.8012,True,True,True
SIGNET RING CELL TYPE OF THE APPENDIX,Appendix Signet Ring Cell Carcinoma,1,2,Appendix Signet Ring Cell Carcinoma,0.9141,Signet Ring Cell Carcinoma,0.8486,Colon Signet Ring Cell Adenocarcinoma,0.8125,Colorectal Signet Ring Cell Carcinoma,0.8012,Signet Ring Melanoma,0.7902,True,True,True
SINONASAL ADENOCARCINOMA,Sinonasal Adenocarcinoma,1,2,Sinonasal Adenocarcinoma,1.0000,Sinonasal Carcinoma,0.9024,Paranasal Sinus Adenocarcinoma,0.8421,"Sinonasal Adenocarcinoma, Non-Intestinal-Type",0.8344,Nasal Cavity Adenocarcinoma,0.8223,True,True,True
SINONASAL SQUAMOUS CELL CARCINOMA,Sinonasal Squamous Cell Carcinoma,1,2,Sinonasal Squamous Cell Carcinoma,1.0000,Sinonasal Spindle Cell Squamous Carcinoma,0.9310,Sinonasal Carcinoma,0.8964,Sinonasal Non-Keratinizing Squamous Cell Carcinoma,0.8754,Nasal Cavity Squamous Cell Carcinoma,0.8434,True,True,True
SINONASAL UNDIFFERENTIATED CARCINOMA,Sinonasal Undifferentiated Carcinoma,1,2,Sinonasal Undifferentiated Carcinoma,1.0000,Sinonasal Carcinoma,0.8696,Sinonasal Neuroendocrine Carcinoma,0.8580,Sinonasal Squamous Cell Carcinoma,0.8413,Sinonasal Poorly Differentiated Carcinoma,0.8299,True,True,True
SKCM,Cutaneous Melanoma,99,2,Spindle Cell Melanoma,0.6415,Choroid Spindle Cell Melanoma,0.6218,Spinal Multifocal Clear Cell Meningioma,0.6131,Ciliary Body Spindle Cell Melanoma,0.6122,Primary Cutaneous Meningioma,0.5957,False,False,False
SKIN CANCER,Malignant Skin Neoplasm,3,2,Skin Carcinoma,0.9450,Skin Neoplasm,0.8813,Malignant Skin Neoplasm,0.8795,Skin Squamous Cell Carcinoma,0.7842,Epithelial Skin Neoplasm,0.7806,False,True,True
"SKIN CANCER, NON-MELANOMA",Skin Carcinoma,2,2,Non-Cutaneous Melanoma,0.7896,Skin Carcinoma,0.7471,Stage 0 Skin Cancer,0.7362,Skin Neoplasm,0.7321,Malignant Skin Neoplasm,0.7248,False,True,True
SKIN_CANCER,Malignant Skin Neoplasm,3,2,Skin Carcinoma,0.8840,Skin Neoplasm,0.8409,Malignant Skin Neoplasm,0.8403,Unresectable Skin Carcinoma,0.7408,Epithelial Skin Neoplasm,0.7396,False,True,True
SKIN_SQUAMOUS,Skin Squamous Cell Carcinoma,1,2,Skin Squamous Cell Carcinoma,0.7652,Squamous Cell Neoplasm,0.7644,Benign Squamous Cell Neoplasm,0.7326,Squamous Cell Carcinoma,0.7256,Skin Carcinoma,0.7151,True,True,True
SMALL BOWEL ADENOCARCINOMA,Small Intestinal Adenocarcinoma,1,2,Small Intestinal Adenocarcinoma,0.9539,Small Intestinal Carcinoma,0.8544,Small Intestinal Mucinous Adenocarcinoma,0.8330,Metastatic Small Intestinal Adenocarcinoma,0.8277,Small Intestinal Adenoma,0.8144,True,True,True
SMALL BOWEL CANCER,Small Intestinal Carcinoma,1,2,Small Intestinal Carcinoma,0.9009,Small Intestinal Neoplasm,0.8466,Small Intestinal Adenocarcinoma,0.8441,Malignant Small Intestinal Neoplasm,0.8406,Childhood Small Intestinal Carcinoma,0.7921,True,True,True
SMALL BOWEL CARCINOMA,Small Intestinal Carcinoma,1,2,Small Intestinal Carcinoma,0.9352,Small Intestinal Adenocarcinoma,0.8705,Childhood Small Intestinal Carcinoma,0.8133,Malignant Small Intestinal Neoplasm,0.8109,Metastatic Small Intestinal Carcinoma,0.8064,True,True,True
SMALL BOWEL NEUROENDOCRINE TUMOR,Small Intestinal Neuroendocrine Neoplasm,2,2,Small Intestinal Neuroendocrine Tumor,0.9335,Small Intestinal Neuroendocrine Neoplasm,0.9053,Small Intestinal Somatostatin-Producing Neuroendocrine Tumor,0.8628,Intestinal Neuroendocrine Tumor,0.8352,Small Intestinal Neuroendocrine Tumor G1,0.8210,False,True,True
SMALL CELL BLADDER CANCER,Bladder Small Cell Neuroendocrine Carcinoma,1,2,Bladder Small Cell Neuroendocrine Carcinoma,0.8817,Bladder Urothelial Carcinoma,0.7757,Metastatic Bladder Small Cell Neuroendocrine Carcinoma,0.7685,Bladder Carcinoma,0.7660,Bladder Neuroendocrine Carcinoma,0.7652,True,True,True
SMALL CELL BRONCHIOALVEOLAR CARCINOMA,Lung Small Cell Carcinoma,1,2,Lung Small Cell Carcinoma,0.7461,Bronchogenic Carcinoma,0.7143,"Lung Small Cell Carcinoma, A Subtype",0.7137,Lung Non-Small Cell Carcinoma,0.7048,Lung Small Cell Carcinoma Molecular Subtypes,0.6966,True,True,True
SMALL CELL CARCINOMA,Small Cell Neuroendocrine Carcinoma,5,2,Small Cell Adenocarcinoma,0.9128,"Malignant Tumor, Small Cell Type",0.8611,Lung Small Cell Carcinoma,0.8388,Small Cell Intermediate Cell Carcinoma,0.8361,Small Cell Neuroendocrine Carcinoma,0.8334,False,False,True
SMALL CELL CARCINOMA OF  GALLBLADDER,Gallbladder Small Cell Neuroendocrine Carcinoma,1,2,Gallbladder Small Cell Neuroendocrine Carcinoma,0.8925,Gallbladder Squamous Cell Carcinoma,0.7988,Gallbladder Undifferentiated Carcinoma,0.7764,Gallbladder Carcinoma,0.7760,Gallbladder Neuroendocrine Carcinoma,0.7720,True,True,True
SMALL CELL CARCINOMA OF THE CERVIX,Cervical Small Cell Neuroendocrine Carcinoma,1,2,Cervical Small Cell Neuroendocrine Carcinoma,0.7902,Small Cell Adenocarcinoma,0.7407,Cervical Squamous Cell Carcinoma,0.7407,Small Cell Intermediate Cell Carcinoma,0.7099,Ovarian Small Cell Carcinoma,0.6953,True,True,True
SMALL CELL CARCINOMA OF THE OVARY,Ovarian Small Cell Carcinoma,1,2,Ovarian Small Cell Carcinoma,0.9534,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",0.8187,"Ovarian Small Cell Carcinoma, Pulmonary-Type",0.7730,Ovarian Squamous Cell Carcinoma,0.7522,"Childhood Ovarian Small Cell Carcinoma, Hypercalcemic Type",0.7474,True,True,True
SMALL CELL CARCINOMA OF THE OVARY HYPERCALCEMIC TYPE SCCOHT,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",1,2,"Ovarian Small Cell Carcinoma, Hypercalcemic Type",0.8977,"Childhood Ovarian Small Cell Carcinoma, Hypercalcemic Type",0.8684,"Metastatic Ovarian Small Cell Carcinoma, Hypercalcemic Type",0.8454,Ovarian Small Cell Carcinoma,0.7559,Ovarian Squamous Cell Carcinoma,0.6491,True,True,True
SMALL CELL CARCINOMA OF THE STOMACH,Gastric Small Cell Neuroendocrine Carcinoma,1,2,Gastric Small Cell Neuroendocrine Carcinoma,0.8531,Gastric Squamous Cell Carcinoma,0.7761,Advanced Gastric Small Cell Neuroendocrine Carcinoma,0.7644,Small Cell Adenocarcinoma,0.7430,Digestive System Small Cell Neuroendocrine Carcinoma,0.7229,True,True,True
SMALL CELL CARCINOMA OF UNKNOWN PRIMARY,Small Cell Neuroendocrine Carcinoma,99,2,Squamous Cell Carcinoma of Unknown Primary,0.8979,Undifferentiated Carcinoma of Unknown Primary,0.8357,Carcinoma of Unknown Primary,0.8239,Neck Squamous Cell Carcinoma of Unknown Primary,0.8028,Neuroendocrine Carcinoma of Unknown Primary,0.7766,False,False,False
SMALL CELL LUNG CANCER,Lung Small Cell Carcinoma,1,2,Lung Small Cell Carcinoma,0.9592,"Lung Small Cell Carcinoma, A Subtype",0.9013,Lung Small Cell Carcinoma Molecular Subtypes,0.8675,Occult Lung Small Cell Carcinoma,0.8666,Lung Non-Small Cell Carcinoma,0.8437,True,True,True
SMALL CELL LUNG CANCER SCLC,Lung Small Cell Carcinoma,1,2,Lung Small Cell Carcinoma,0.8624,"Lung Small Cell Carcinoma, A Subtype",0.8399,"Lung Small Cell Carcinoma, Neuroendocrine-Low Subtype",0.8288,Lung Small Cell Carcinoma Neuroendocrine Subtype,0.8003,Lung Small Cell Carcinoma Molecular Subtypes,0.7966,True,True,True
SMALL CELL NEUROENDOCRINE CARCINOMA OF GALLBLADDER,Gallbladder Small Cell Neuroendocrine Carcinoma,1,2,Gallbladder Small Cell Neuroendocrine Carcinoma,0.9815,Gallbladder Neuroendocrine Carcinoma,0.9027,Gallbladder Large Cell Neuroendocrine Carcinoma,0.8839,Gallbladder Neuroendocrine Tumor G2,0.7970,Gallbladder Neuroendocrine Neoplasm,0.7964,True,True,True
SMALL CELL OSTEOSARCOMA,Small Cell Osteosarcoma,1,2,Small Cell Osteosarcoma,1.0000,Conventional Osteosarcoma,0.8367,Low Grade Osteosarcoma,0.8344,Osteosarcoma,0.8277,Bone Osteosarcoma,0.8027,True,True,True
SMALL INTESTINAL CARCINOMA,Small Intestinal Carcinoma,1,2,Small Intestinal Carcinoma,1.0000,Small Intestinal Adenocarcinoma,0.9140,Small Intestinal Squamous Cell Carcinoma,0.8840,Childhood Small Intestinal Carcinoma,0.8835,Small Intestinal Undifferentiated Carcinoma,0.8588,True,True,True
SMALL ROUND BLUE CELL TUMOR,Desmoplastic Small Round Cell Tumor,2,2,Small Cell Neuroendocrine Carcinoma,0.6967,Desmoplastic Small Round Cell Tumor,0.6831,EWSR1-Negative Small Round Cell Tumor,0.6676,Undifferentiated Round Cell Sarcoma,0.6676,"Malignant Tumor, Small Cell Type",0.6573,False,True,True
SMALL_CELL_ADENOCARCINOMA,Small Cell Adenocarcinoma,1,2,Small Cell Adenocarcinoma,0.9399,Non-Small Cell Adenocarcinoma,0.8492,"Malignant Tumor, Small Cell Type",0.7818,Non-Small Cell Carcinoma,0.7466,Adenocarcinoma,0.7343,True,True,True
SMALL_CELL_CARCINOMA,Small Cell Neuroendocrine Carcinoma,4,2,Small Cell Adenocarcinoma,0.8488,"Malignant Tumor, Small Cell Type",0.8424,Non-Small Cell Carcinoma,0.8247,Small Cell Neuroendocrine Carcinoma,0.7995,Small Cell Intermediate Cell Carcinoma,0.7874,False,False,True
SMOLDERING MYELOMA,Smoldering Plasma Cell Myeloma,99,2,Smoldering Multiple Myeloma,0.9765,Smoldering Systemic Mastocytosis,0.8249,Multiple Myeloma,0.7858,Non-Secretory Multiple Myeloma,0.7707,"Multiple Myeloma, Not Otherwise Specified",0.7508,False,False,False
"SOFT TISSUE CANCER, NOS",Malignant Soft Tissue Neoplasm,2,2,Soft Tissue Neoplasm,0.8906,Malignant Soft Tissue Neoplasm,0.8690,Skin Soft Tissue Neoplasm,0.8410,Connective and Soft Tissue Neoplasm,0.8197,Soft Tissue Sarcoma,0.8034,False,True,True
SOFT TISSUE MYOEPITHELIAL CARCINOMA,Malignant Myoepithelioma,99,2,Salivary Gland Myoepithelial Carcinoma,0.8006,Myoepithelial Tumor,0.7865,Epithelial-Myoepithelial Carcinoma,0.7711,Salivary Gland Epithelial-Myoepithelial Carcinoma,0.7551,Salivary Gland Myoepithelial Tumor,0.7516,False,False,False
SOFT TISSUE SARCOMA,Soft Tissue Sarcoma,1,2,Soft Tissue Sarcoma,1.0000,Adult Soft Tissue Sarcoma,0.8780,Localized Soft Tissue Sarcoma,0.8603,Malignant Soft Tissue Neoplasm,0.8590,Soft Tissue Neoplasm,0.8533,True,True,True
SOFT TISSUE SARCOMA OTHER,Soft Tissue Sarcoma,1,2,Soft Tissue Sarcoma,0.8921,Adult Soft Tissue Sarcoma,0.8198,Metastatic Soft Tissue Sarcoma,0.8056,Advanced Soft Tissue Sarcoma,0.7992,Soft Tissue Neoplasm,0.7965,True,True,True
SOFT TISSUE TUMOR,Soft Tissue Neoplasm,1,2,Soft Tissue Neoplasm,0.9798,Skin Soft Tissue Neoplasm,0.8853,Benign Soft Tissue Neoplasm,0.8795,Malignant Soft Tissue Neoplasm,0.8620,Connective and Soft Tissue Neoplasm,0.8605,True,True,True
SOLID ADENOCARCINOMA 82303,Solid Lung Adenocarcinoma,99,2,Solid Carcinoma,0.6519,Adenocarcinoma,0.6291,Serous Adenocarcinoma,0.6253,Mucinous Adenocarcinoma,0.6093,Salivary Gland Mucinous Adenocarcinoma,0.6079,False,False,False
SOLID PAPILLARY CARCINOMA OF THE BREAST,Breast Solid Papillary Carcinoma,1,2,Breast Solid Papillary Carcinoma,0.9610,Invasive Breast Solid Papillary Carcinoma,0.9184,Breast Papillary Carcinoma,0.8344,Breast Solid Papillary Carcinoma In Situ,0.8269,Invasive Breast Papillary Carcinoma,0.7990,True,True,True
SOLID PSEUDOPAPILLARY NEOPLASM OF THE PANCREAS,Solid Pseudopapillary Neoplasm of the Pancreas,1,2,Solid Pseudopapillary Neoplasm of the Pancreas,1.0000,Solid Pseudopapillary Neoplasm,0.9028,Childhood Solid Pseudopapillary Neoplasm of the Pancreas,0.8929,Solid Pseudopapillary Carcinoma of the Pancreas,0.8783,Solid Pseudopapillary Neoplasm of the Ovary,0.8037,True,True,True
SOLITARY FIBROUS TUMOR,Solitary Fibrous Tumor,1,2,Solitary Fibrous Tumor,1.0000,Kidney Solitary Fibrous Tumor,0.8903,Malignant Solitary Fibrous Tumor,0.8737,Sinonasal Solitary Fibrous Tumor,0.8722,Thyroid Gland Solitary Fibrous Tumor,0.8567,True,True,True
SOLITARY FIBROUS TUMOR OF THE CENTRAL NERVOUS SYSTEM,Central Nervous System Solitary Fibrous Tumor,1,2,Central Nervous System Solitary Fibrous Tumor,0.9719,"Central Nervous System Solitary Fibrous Tumor, Grade 1",0.8634,"Central Nervous System Solitary Fibrous Tumor, Grade 2",0.8128,Solitary Fibrous Tumor,0.8115,"Central Nervous System Solitary Fibrous Tumor, Grade 3",0.8113,True,True,True
SOLITARY FIBROUS TUMOR/HEMANGIOPERICYTOMA,Solitary Fibrous Tumor,1,2,Solitary Fibrous Tumor,0.8409,Hemangiopericytoma,0.8348,Benign Hemangiopericytoma,0.8215,Conventional Malignant Hemangiopericytoma,0.7815,Peritoneal Solitary Fibrous Tumor,0.7764,True,True,True
SOMATOSTATINOMA,Somatostatin-Producing Neuroendocrine Tumor,3,2,Pancreatic Somatostatinoma,0.9271,Malignant Somatostatinoma,0.9050,Somatostatin-Producing Neuroendocrine Tumor,0.8443,Malignant Pancreatic Somatostatinoma,0.8299,Pancreatic Somatostatin-Producing Neuroendocrine Tumor,0.7866,False,True,True
SPECIFIC DX AT ACQUISITION MDSMPN,Myelodysplastic/Myeloproliferative Neoplasm,99,2,de novo Myelodysplastic Syndrome,0.5604,"Myelodysplastic Syndrome/Acute Myeloid Leukemia, Not Otherwise Specified",0.5536,Myelodysplastic Syndrome with Genetic Abnormalities,0.5397,Myelodysplastic Syndrome/Acute Myeloid Leukemia with Myelodysplasia-Related Cytogenetic Abnormalities,0.5384,Alkylating Agent-Related Myelodysplastic Syndrome,0.5373,False,False,False
SPECIFIC_DX_AT_ACQUISITION_MDSMPN,Myelodysplastic/Myeloproliferative Neoplasm,99,2,"Myelodysplastic Syndrome/Acute Myeloid Leukemia, Not Otherwise Specified",0.5539,Myelodysplastic Syndrome/Acute Myeloid Leukemia with Myelodysplasia-Related Cytogenetic Abnormalities,0.5466,Myelodysplastic Syndrome/Acute Myeloid Leukemia with Myelodysplasia-Related Gene Mutations,0.5356,Myelodysplastic Syndrome/Acute Myeloid Leukemia,0.5342,Alkylating Agent-Related Myelodysplastic Syndrome,0.5315,False,False,False
SPINDLE CELL,Spindle Cell Neoplasm,1,2,Spindle Cell Neoplasm,0.8863,Malignant Spindle Cell Neoplasm,0.8196,Spindle Cell Sarcoma,0.8190,Spindle Cell Squamous Carcinoma,0.8052,Spindle Cell Melanoma,0.7836,True,True,True
SPINDLE CELL CARCINOMA OF THE LUNG,Lung Spindle Cell Carcinoma,1,2,Lung Spindle Cell Carcinoma,0.9664,Lung Squamous Cell Carcinoma,0.7916,Lung Sarcomatoid Carcinoma,0.7841,Spindle Cell Squamous Carcinoma,0.7653,Lung Non-Keratinizing Squamous Cell Carcinoma,0.7593,True,True,True
SPINDLE CELL RHABDOMYOSARCOMA,Spindle Cell Rhabdomyosarcoma,1,2,Spindle Cell Rhabdomyosarcoma,1.0000,Spindle Cell/Sclerosing Rhabdomyosarcoma,0.9143,Childhood Spindle Cell Rhabdomyosarcoma,0.8877,Rhabdomyosarcoma,0.8533,Sclerosing Rhabdomyosarcoma,0.8480,True,True,True
SPINDLE CELL SARCOMA,Spindle Cell Sarcoma,1,2,Spindle Cell Sarcoma,1.0000,Spindle Cell Synovial Sarcoma,0.8980,Undifferentiated Spindle Cell Sarcoma,0.8882,Spindle Cell Neoplasm,0.8485,Malignant Spindle Cell Neoplasm,0.8382,True,True,True
SPINDLE CELL/SCLEROSING RHABDOMYOSARCOMA,Spindle Cell/Sclerosing Rhabdomyosarcoma,1,2,Spindle Cell/Sclerosing Rhabdomyosarcoma,1.0000,Sclerosing Rhabdomyosarcoma,0.9284,Spindle Cell Rhabdomyosarcoma,0.9143,Childhood Spindle Cell Rhabdomyosarcoma,0.8095,MYOD1-Mutant Spindle Cell/Sclerosing Rhabdomyosarcoma,0.7967,True,True,True
SPITZOID MELANOMA,Spitz Melanoma,1,2,Spitz Melanoma,0.9128,Spitz Melanocytoma,0.8336,Spitz Tumor,0.8268,Spitz Nevus,0.7681,Dermal Spitz Nevus,0.7649,True,True,True
SQUAMOUS CELL CARCINOMA,Squamous Cell Carcinoma,1,2,Squamous Cell Carcinoma,1.0000,Squamous Cell Neoplasm,0.8854,Skin Squamous Cell Carcinoma,0.8544,Advanced Squamous Cell Carcinoma,0.8065,Spindle Cell Squamous Carcinoma,0.7788,True,True,True
SQUAMOUS CELL CARCINOMA OF GALLBLADDER,Gallbladder Squamous Cell Carcinoma,1,2,Gallbladder Squamous Cell Carcinoma,0.9690,Gallbladder Adenosquamous Carcinoma,0.8043,Gallbladder Adenocarcinoma with Squamous Metaplasia,0.7809,Gallbladder Clear Cell Adenocarcinoma,0.7762,Gallbladder Carcinoma,0.7680,True,True,True
SQUAMOUS CELL CARCINOMA OF THE VULVA/VAGINA,Vaginal Squamous Cell Carcinoma,3,2,Vulvar Squamous Cell Carcinoma,0.8812,"Vulvar Squamous Cell Carcinoma, Not Otherwise Specified",0.8280,Vaginal Squamous Cell Carcinoma,0.8109,Human Papillomavirus-Related Vulvar Squamous Cell Carcinoma,0.7776,Vulvar Carcinoma,0.7671,False,True,True
