original_value,curated_ontology,match_level,top_results
BLADDER SQUAMOUS CELL CARCINOMA,Bladder Squamous Cell Carcinoma,1,Bladder Squamous Cell Carcinoma (Score: 1.0000);Squamous Cell Carcinoma (Score: 0.9685);Bladder Carcinoma (Score: 0.9582);Laryngeal Squamous Cell Carcinoma (Score: 0.9577);Urethral Squamous Cell Carcinoma (Score: 0.9569)
"CRANIOPHARYNGIOMA, ADAMANTINOMATOUS TYPE",Adamantinomatous Craniopharyngioma,1,"Adamantinomatous Craniopharyngioma (Score: 0.9777);Craniopharyngioma (Score: 0.9447);Adamantinoma (Score: 0.9216);Posterior Fossa Ependymoma, Group A (PFA) (Score: 0.9143);Anaplastic (Malignant) Meningioma (Score: 0.9115)"
"MULTIPLE MYELOMA, PLASMACYTOMA",Plasma Cell Myeloma<;>Plasmacytoma,0,"Plasma Cell Myeloma (Score: 0.9587);Plasmacytoma (Score: 0.9545);Smoldering Plasma Cell Myeloma (Score: 0.9275);Plasma Cell Leukemia (Score: 0.9246);Malignant Lymphoma, Histiocytic, Diffuse (Score: 0.9049)"
RECTOSIGMOID JUNCTION,Rectosigmoid Region,1,Rectosigmoid Region (Score: 0.9547);Cervicomedullary Junction (Score: 0.9102);Rectum (Score: 0.9065);Rectal Mucinous Adenocarcinoma (Score: 0.8928);Gastroesophageal Junction Adenocarcinoma (Score: 0.8894)
PAPILLARY KIDNEY RENAL CELL CARCINOMA,Papillary Renal Cell Carcinoma,1,Papillary Renal Cell Carcinoma (Score: 0.9964);Clear Cell Papillary Renal Neoplasm (Score: 0.9748);Papillary Carcinoma (Score: 0.9627);Renal Cell Carcinoma (Score: 0.9617);Papillary Transitional Cell Carcinoma (Score: 0.9595)
MALIGNANT_FIBROUS_HISTIOCYTOMA,Undifferentiated Pleomorphic Sarcoma,0,"Skin Fibrous Histiocytoma (Score: 0.9445);Malignant Bone Neoplasm (Score: 0.9301);Malignant Lymphoma, Histiocytic, Diffuse (Score: 0.9299);Malignant Neoplasm (Score: 0.9280);Malignant Skin Neoplasm (Score: 0.9254)"
CHRONIC_LYMPHOCYTIC_LEUKAEMIA-SMALL_LYMPHOCYTIC_LYMPHOMA,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,1,"Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (Score: 0.9740);Chronic Lymphocytic Leukemia (Score: 0.9401);Chronic Lymphoblastic Lymphoma (Score: 0.9302);B Lymphoblastic Leukemia/Lymphoma (Score: 0.9262);B Lymphoblastic Leukemia/Lymphoma, BCR-ABL1-Like (Score: 0.9216)"
GERMINOMA,Germinoma,1,Germinoma (Score: 1.0000);Central Nervous System Germinoma (Score: 0.9359);Germ Cell Tumor (Score: 0.9260);Germ Cell (Score: 0.9182);Nongerminomatous Germ Cell Tumor (Score: 0.9010)
SECOND MALIGNANCY FIRST HGG RECORD,Malignant Glioma<;>Secondary Malignant Neoplasm,0,Malignant Head and Neck Neoplasm (Score: 0.8841);High Grade Transformation (Score: 0.8836);Primary Neoplasm (Score: 0.8831);Hypopharyngeal Squamous Cell Carcinoma (Score: 0.8812);Malignant Glioma (Score: 0.8808)
ODONTOGENIC CARCINOMA,Odontogenic Carcinoma,1,Odontogenic Carcinoma (Score: 1.0000);Clear Cell Odontogenic Carcinoma (Score: 0.9578);Gingival Carcinoma (Score: 0.9318);Oropharyngeal Squamous Cell Carcinoma (Score: 0.9276);Salivary Gland Carcinoma (Score: 0.9255)
DIFFUSE LARGE B-CELL LYMPHOMA DLBCL NOS ANY ANATOMIC SITE NODAL OR EXTRANODAL,Diffuse Large B-Cell Lymphoma,1,Diffuse Large B-Cell Lymphoma (Score: 0.9605);Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System (Score: 0.9543);Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type (Score: 0.9534);Diffuse Large B-Cell Lymphoma Activated B-Cell Type (Score: 0.9473);B-Cell Non-Hodgkin Lymphoma (Score: 0.9357)
BILIARY TRACT,Biliary Tract,1,Biliary Tract (Score: 1.0000);Bile Duct (Score: 0.9442);Proximal Bile Duct (Score: 0.9118);Duct (Score: 0.9039);Cholangiocarcinoma (Score: 0.9005)
HER2,HER2-Positive Breast Carcinoma,2,HER2/Neu Positive (Score: 0.9513);HER2-Positive Breast Carcinoma (Score: 0.9498);HER2/Neu Negative (Score: 0.9379); BCR-ABL1 (Score: 0.9043);Breast (Score: 0.8946)
MALIGNANT MELANOMA,Melanoma,2,Malignant Skin Neoplasm (Score: 0.9520);Melanoma (Score: 0.9506);Malignant Neoplasm (Score: 0.9451);Malignant Myoepithelioma (Score: 0.9404);Mucosal Melanoma (Score: 0.9388)
YOLK SAC TUMOR,Yolk Sac Tumor,1,Yolk Sac Tumor (Score: 1.0000);Testicular Germ Cell Tumor (Score: 0.9151);Germ Cell Tumor (Score: 0.9069);Epithelioid Trophoblastic Tumor (Score: 0.9064);Central Nervous System Embryonal Tumor (Score: 0.9034)
PAPILLARY INFILTRATING DUCTAL CARCINOMA-MAMMARY GLAND,Breast Papillary Ductal Carcinoma with Invasion,1,Breast Papillary Ductal Carcinoma with Invasion (Score: 0.9749);Breast Solid Papillary Carcinoma (Score: 0.9503);Papillary Carcinoma (Score: 0.9492);Invasive Breast Ductal Carcinoma and Lobular Carcinoma (Score: 0.9491);Breast Ductal Carcinoma (Score: 0.9482)
RA,Refractory Anemia,0,Rectum (Score: 0.8941);Acute Promyelocytic Leukemia with PML-RARA (Score: 0.8925);Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA (Score: 0.8899);PML-RARA Fusion Protein Expression (Score: 0.8895);Lymphoma (Score: 0.8832)
"DUCTAL ADENOSQUAMOUS CARCINOMA, EXOCRINE",Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland<;>Ductal,0,Pancreatic Adenosquamous Carcinoma (Score: 0.9615);Adenosquamous Carcinoma (Score: 0.9514);Endometrial Adenosquamous Carcinoma (Score: 0.9422);Cervical Adenosquamous Carcinoma (Score: 0.9413);Gallbladder Adenosquamous Carcinoma (Score: 0.9406)
ADENOSQUAMOUS CARCINOMA OF GALLBLADDER,Gallbladder Adenosquamous Carcinoma,1,Gallbladder Adenosquamous Carcinoma (Score: 0.9967);Gastric Adenosquamous Carcinoma (Score: 0.9719);Adenosquamous Carcinoma (Score: 0.9661);Pancreatic Adenosquamous Carcinoma (Score: 0.9606);Esophageal Adenosquamous Carcinoma (Score: 0.9556)
OVARIAN FIBROTHECOMA,Ovarian Fibrothecoma,1,Ovarian Fibrothecoma (Score: 1.0000);Fibrothecoma (Score: 0.9580);Ovarian Dysgerminoma (Score: 0.9101);Ovarian Carcinoma (Score: 0.9088);Fibromatosis (Score: 0.9077)
"B-CELL, NON-HODGKINS, FOLLICULAR",B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,0,B-Cell Non-Hodgkin Lymphoma (Score: 0.9555);T-Cell Non-Hodgkin Lymphoma (Score: 0.9431);Mature B-Cell Non-Hodgkin Lymphoma (Score: 0.9405);Non-Hodgkin Lymphoma (Score: 0.9384);Follicular Helper T-Cell Lymphoma (Score: 0.9368)
EPITHELIOID TROPHOBLASTIC TUMOR,Epithelioid Trophoblastic Tumor,1,Epithelioid Trophoblastic Tumor (Score: 1.0000);Epithelioid Sarcoma (Score: 0.9400);Epithelioid Hemangioendothelioma (Score: 0.9264);Epithelioid Cell (Score: 0.9240);Epithelioid Mesothelioma (Score: 0.9228)
SQUAMOUS CELL CARCINOMA OF THE VULVA/VAGINA,Vaginal Squamous Cell Carcinoma,2,Vulvar Squamous Cell Carcinoma (Score: 0.9831);Vaginal Squamous Cell Carcinoma (Score: 0.9795);Squamous Cell Carcinoma (Score: 0.9617);Cervical Squamous Cell Carcinoma (Score: 0.9612);Vulvar Carcinoma (Score: 0.9609)
READ,Rectal Adenocarcinoma,0,Brain (Score: 0.8610);Myelofibrosis (Score: 0.8531);Colon (Score: 0.8527);Cecum (Score: 0.8514);Rectum (Score: 0.8505)
MIXED ACINAR-NEUROENDOCRINE CARCINOMA,Pancreatic Mixed Acinar-Neuroendocrine Carcinoma,1,Pancreatic Mixed Acinar-Neuroendocrine Carcinoma (Score: 0.9896);Pancreatic Mixed Ductal-Neuroendocrine Carcinoma (Score: 0.9715);Pancreatic Mixed Acinar-Ductal Carcinoma (Score: 0.9674);Mixed Carcinoma (Score: 0.9453);Mixed Cell Adenocarcinoma (Score: 0.9379)
TERATOMA IMMATURESEMINOMA,Nonseminomatous<;>Immature Teratoma,0,Immature Teratoma (Score: 0.9640);Teratoma (Score: 0.9419);Mature Teratoma (Score: 0.9287);Teratoma with Somatic-Type Malignancy (Score: 0.9135);Atypical Teratoid/Rhabdoid Tumor (Score: 0.9082)
MIXED INVASIVE DUCTAL AND INVASIVE LOBULAR,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,2,Breast Mixed Ductal and Lobular Carcinoma (Score: 0.9680);Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma (Score: 0.9620);Invasive Breast Ductal Carcinoma and Lobular Carcinoma (Score: 0.9597);Invasive Breast Lobular Carcinoma (Score: 0.9444);Pancreatic Mixed Acinar-Ductal Carcinoma (Score: 0.9390)
ADENOCARCINOMA- NOS,Adenocarcinoma,1,Adenocarcinoma (Score: 0.9577);Lung Adenocarcinoma (Score: 0.9402);Poorly Differentiated Adenocarcinoma (Score: 0.9350);Adenocarcinoma Clear Cell (Score: 0.9318);Breast Adenocarcinoma (Score: 0.9314)
B_CELL_NON_HODGKIN_LYMPHOMA,B-Cell Non-Hodgkin Lymphoma,1,B-Cell Non-Hodgkin Lymphoma (Score: 0.9914);Non-Hodgkin Lymphoma (Score: 0.9721);T-Cell Non-Hodgkin Lymphoma (Score: 0.9696);Mature B-Cell Non-Hodgkin Lymphoma (Score: 0.9557);B-Cell Neoplasm (Score: 0.9479)
NODAL PERIPHERAL T-CELL LYMPHOMA WITH TFH PHENOTYPE,Follicular Helper T-Cell Lymphoma,2,"Peripheral T-Cell Lymphoma, Not Otherwise Specified (Score: 0.9342);Follicular Helper T-Cell Lymphoma (Score: 0.9314);T-Cell Non-Hodgkin Lymphoma (Score: 0.9302);B-Cell Non-Hodgkin Lymphoma (Score: 0.9216);Primary Mediastinal (Thymic) Large B-Cell Lymphoma (Score: 0.9192)"
UTERINE SEROUS CARCINOMA/UTERINE PAPILLARY SEROUS CARCINOMA,Endometrial Serous Adenocarcinoma,1,Endometrial Serous Adenocarcinoma (Score: 0.9481);uterine corpus endometrial carcinoma (Score: 0.9435);Papillary Serous Cystadenocarcinoma (Score: 0.9350);Ovarian Serous Adenocarcinoma (Score: 0.9350);Endometrial Squamous Cell Carcinoma (Score: 0.9346)
GASTRIC,Gastric,1,Gastric (Score: 1.0000);Stomach (Score: 0.9537);Gastric Carcinoma (Score: 0.9287);Gastric Adenocarcinoma (Score: 0.9247);Gastric Diffuse Adenocarcinoma (Score: 0.9074)
UNDIFFERENTIATED PLEOMORPHIC SARCOMA/MALIGANT FIBROUS HISTIOCYTOMA/HIGH-GRADE SPINDLE CELL SARCOMA,Undifferentiated Pleomorphic Sarcoma,1,Undifferentiated Pleomorphic Sarcoma (Score: 0.9403);Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells (Score: 0.9310);Undifferentiated Spindle Cell Sarcoma (Score: 0.9300);Atypical Lipomatous Tumor/Well Differentiated Liposarcoma (Score: 0.9250);Pleomorphic Rhabdomyosarcoma (Score: 0.9225)
BLASTIC PLASMACYTOID DENDRITIC CELL NEOPLASM,Blastic Plasmacytoid Dendritic Cell Neoplasm,1,Blastic Plasmacytoid Dendritic Cell Neoplasm (Score: 1.0000);Histiocytic and Dendritic Cell Neoplasm (Score: 0.9283);Plasma Cell Leukemia (Score: 0.9259);B-Cell Neoplasm (Score: 0.9223);Plasmacytoma (Score: 0.9176)
"HEAD AND NECK CANCER, NOS",Malignant Head and Neck Neoplasm,3,Head and Neck Carcinoma (Score: 0.9597);Head and Neck Squamous Cell Carcinoma (Score: 0.9497);Malignant Head and Neck Neoplasm (Score: 0.9446);Head and Neck Neuroendocrine Carcinoma (Score: 0.9381);Head and Neck (Score: 0.9336)
NON-SEMINOMATOUS MIXED GERM CELL TUMOR,Nongerminomatous Germ Cell Tumor<;>Mixed Germ Cell Tumor,0,Testicular Non-Seminomatous Germ Cell Tumor (Score: 0.9746);Mixed Germ Cell Tumor (Score: 0.9679);Nongerminomatous Germ Cell Tumor (Score: 0.9492);Germ Cell Tumor (Score: 0.9380);Testicular Germ Cell Tumor (Score: 0.9357)
EXTRAVENTRICULAR NEUROCYTOMA,Extraventricular Neurocytoma,1,Extraventricular Neurocytoma (Score: 1.0000);Central Neurocytoma (Score: 0.9233);Extracranial (Score: 0.8971);Subependymoma (Score: 0.8865);Central Nervous System (Score: 0.8862)
SPINDLE CELL/SCLEROSING RHABDOMYOSARCOMA,Spindle Cell/Sclerosing Rhabdomyosarcoma,1,Spindle Cell/Sclerosing Rhabdomyosarcoma (Score: 1.0000);Spindle Cell Rhabdomyosarcoma (Score: 0.9766);Sclerosing Rhabdomyosarcoma (Score: 0.9550);Spindle Cell Sarcoma (Score: 0.9523);Spindle Cell Neoplasm (Score: 0.9336)
ENDOMETRIAL CANCER,Endometrial Carcinoma,1,Endometrial Carcinoma (Score: 0.9790);Endometrial Adenocarcinoma (Score: 0.9669);Endometrial Endometrioid Adenocarcinoma (Score: 0.9554);Endometrial Squamous Cell Carcinoma (Score: 0.9547);uterine corpus endometrial carcinoma (Score: 0.9529)
FIBROBLAST_BONE,Bone Marrow-Derived Fibroblasts,2,Fibroblast (Score: 0.9488);Bone Marrow-Derived Fibroblasts (Score: 0.9443);fibroblast of breast (Score: 0.9281);Fibroblastic Osteosarcoma (Score: 0.9265);fibroblast of lung (Score: 0.9255)
BUCCAL_MUCOSA,Buccal Mucosa,1,Buccal Mucosa (Score: 0.9873);Buccal Mucosa Squamous Cell Carcinoma (Score: 0.9384);Mucosa (Score: 0.9384);Mucosal Melanoma (Score: 0.9136);Mucosal Melanoma of the Head and Neck (Score: 0.9052)
CNS GERMINOMA,Central Nervous System Germinoma,1,Central Nervous System Germinoma (Score: 0.9695);Germinoma (Score: 0.9584);Germ Cell Tumor (Score: 0.9235);Childhood Brain Germ Cell Tumor (Score: 0.9164);Central Nervous System Neoplasm (Score: 0.9152)
NON_HODGKIN_LYMPHOMA,Non-Hodgkin Lymphoma,1,Non-Hodgkin Lymphoma (Score: 0.9936);B-Cell Non-Hodgkin Lymphoma (Score: 0.9699);T-Cell Non-Hodgkin Lymphoma (Score: 0.9641);Mediastinal Non-Hodgkin Lymphoma (Score: 0.9554);Hodgkin Lymphoma (Score: 0.9421)
ENDOMETRIOID ADENOCARCINOMA OF ENDOCERVIX,Cervical Endometrioid Adenocarcinoma,1,Cervical Endometrioid Adenocarcinoma (Score: 0.9753);Endometrioid Adenocarcinoma (Score: 0.9745);Endometrial Endometrioid Adenocarcinoma (Score: 0.9725);Ovarian Endometrioid Adenocarcinoma (Score: 0.9654);Endometrioid Tumor (Score: 0.9542)
ACUTE BIPHENOTYPIC LEUKEMIA,Acute Biphenotypic Leukemia,1,Acute Biphenotypic Leukemia (Score: 1.0000);Acute Monoblastic and Monocytic Leukemia (Score: 0.9328);Acute Megakaryoblastic Leukemia (Score: 0.9314);Acute Myelomonocytic Leukemia (Score: 0.9311);Acute Monocytic Leukemia (Score: 0.9296)
HEAD_NECK_CANCER,Head and Neck Carcinoma,1,Head and Neck Carcinoma (Score: 0.9771);Malignant Head and Neck Neoplasm (Score: 0.9624);Head and Neck Squamous Cell Carcinoma (Score: 0.9620);Head and Neck Neuroendocrine Carcinoma (Score: 0.9541);Head and Neck (Score: 0.9443)
"ADENOCARCINOMA, NOS",Adenocarcinoma,1,Adenocarcinoma (Score: 0.9578);Lung Adenocarcinoma (Score: 0.9399);Poorly Differentiated Adenocarcinoma (Score: 0.9349);Breast Adenocarcinoma (Score: 0.9349);Ovarian Adenocarcinoma (Score: 0.9336)
SECOND RECURRENCE,Recurrence,1,"Recurrence (Score: 0.9390);Recurrent Disease (Score: 0.9255);Recurrent (Score: 0.9210);First Relapse (Score: 0.9115);Recurrent Disease, Distant Site (Score: 0.9056)"
MALIGNANT FIBROUS HISTIOCYTOMA,Undifferentiated Pleomorphic Sarcoma,0,"Skin Fibrous Histiocytoma (Score: 0.9485);Malignant Bone Neoplasm (Score: 0.9379);Malignant Neoplasm (Score: 0.9334);Malignant Skin Neoplasm (Score: 0.9281);Malignant Lymphoma, Histiocytic, Diffuse (Score: 0.9263)"
FOLLICULAR IN MET,Thyroid Gland Follicular Carcinoma<;>Metastasis,0,Follicle (Score: 0.9018);Follicular Lymphoma (Score: 0.8977);Thyroid Gland Follicular Carcinoma (Score: 0.8868);Thyroid Gland Papillary and Follicular Carcinoma (Score: 0.8808);Follicular Variant Thyroid Gland Papillary Carcinoma (Score: 0.8798)
EPITHELIOID CELL TUMOR,Malignant PEComa,0,Epithelioid Cell (Score: 0.9765);Epithelioid Sarcoma (Score: 0.9637);Epithelioid Trophoblastic Tumor (Score: 0.9588);Epithelioid Mesothelioma (Score: 0.9463);Epithelioid Hemangioendothelioma (Score: 0.9344)
BOWEL,Intestine,1,Intestine (Score: 0.9511);Intestinal (Score: 0.9387);Rectum (Score: 0.9170);Colon (Score: 0.9166);Jejunum (Score: 0.9081)
MUCOEPIDERMOID CARCINOMA,Mucoepidermoid Carcinoma,1,Mucoepidermoid Carcinoma (Score: 1.0000);Lung Mucoepidermoid Carcinoma (Score: 0.9747);Breast Mucinous Carcinoma (Score: 0.9225);Epithelial-Myoepithelial Carcinoma (Score: 0.9206);Mucinous gastric carcinoma (Score: 0.9181)
ACUTE MYELOID LEUKEMIA WITH MYELODYSPLASIA RELATED CHANGES,Acute Myeloid Leukemia with Myelodysplasia-Related Changes,1,Acute Myeloid Leukemia with Myelodysplasia-Related Changes (Score: 0.9991);Acute Myeloid Leukemia (Score: 0.9480);Acute Myeloid Leukemia with Multilineage Dysplasia (Score: 0.9469);Acute Myeloid Leukemia with Minimal Differentiation (Score: 0.9433);Acute Myeloid Leukemia with Recurrent Genetic Abnormalities (Score: 0.9423)
ESOPHAGUS SQUAMOUS CELL CARCINOMA,Esophageal Squamous Cell Carcinoma,1,Esophageal Squamous Cell Carcinoma (Score: 0.9955);Squamous Cell Carcinoma (Score: 0.9754);Laryngeal Squamous Cell Carcinoma (Score: 0.9663);Esophageal Carcinoma (Score: 0.9654);Lung Squamous Cell Carcinoma (Score: 0.9647)
VAGINAL ADENOCARCINOMA,Vaginal Adenocarcinoma,1,Vaginal Adenocarcinoma (Score: 1.0000);Vaginal Carcinoma (Score: 0.9629);Cervical Adenocarcinoma (Score: 0.9514);Adenocarcinoma (Score: 0.9465);Breast Adenocarcinoma (Score: 0.9455)
TERATOMA IMMATURE,Immature Teratoma,1,Immature Teratoma (Score: 0.9916);Teratoma (Score: 0.9574);Mature Teratoma (Score: 0.9455);Teratoma with Somatic-Type Malignancy (Score: 0.9185);Atypical Teratoid/Rhabdoid Tumor (Score: 0.9157)
PAPILLARY THROID CARCINOMA,Thyroid Gland Papillary Carcinoma,4,Papillary Carcinoma (Score: 0.9485);Papillary Transitional Cell Carcinoma (Score: 0.9334);Papillary Renal Cell Carcinoma (Score: 0.9329);Thyroid Gland Papillary Carcinoma (Score: 0.9294);Papillary Adenocarcinoma (Score: 0.9254)
PH_POSITIVE,Philadelphia Chromosome Positive,1,Philadelphia Chromosome Positive (Score: 0.9049);HER2/Neu Positive (Score: 0.9033);Human Papillomavirus Positive (Score: 0.9012);Estrogen Receptor Positive (Score: 0.8967);HER2-Positive Breast Carcinoma (Score: 0.8884)
LUNG_CARCINOID,Lung Carcinoid Tumor,1,Lung Carcinoid Tumor (Score: 0.9735);Lung Atypical Carcinoid Tumor (Score: 0.9431);Carcinoid Tumor (Score: 0.9366);Carcinosarcoma (Score: 0.9324);Lung Carcinoma (Score: 0.9309)
BLAST_PHASE_CHRONIC_MYELOID_LEUKAEMIA,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive",1,"Blast Phase Chronic Myelogenous Leukemia, BCR-ABL1 Positive (Score: 0.9561);Blastic Phase (Score: 0.9387);Chronic Myelogenous Leukemia (Score: 0.9202);Acute Myeloid Leukemia (Score: 0.9186);Chronic Myelogenous Leukemia, BCR-ABL1 Positive (Score: 0.9151)"
SALIVARY GLAND CANCER,Salivary Gland Carcinoma,1,Salivary Gland Carcinoma (Score: 0.9795);Salivary Gland Adenocarcinoma (Score: 0.9677);Salivary Gland Secretory Carcinoma (Score: 0.9611);Salivary Gland Squamous Cell Carcinoma (Score: 0.9583);Salivary Duct Carcinoma (Score: 0.9496)
RECURRENT_ENDOMETRIAL_CARCINOMA,Recurrent Endometrial Carcinoma,1,Recurrent Endometrial Carcinoma (Score: 0.9916);Endometrial Carcinoma (Score: 0.9424);Recurrent Disease (Score: 0.9319);Locally Recurrent Malignant Neoplasm (Score: 0.9254);Endometrial Adenosquamous Carcinoma (Score: 0.9229)
HGGNOS,Malignant Glioma,0,Glioma (Score: 0.8865);Hemangioma (Score: 0.8732);Optic Nerve Glioma (Score: 0.8712);Glioblastoma (Score: 0.8704);Ganglioglioma (Score: 0.8703)
T_CELL,T-Lymphocyte,1,T-Lymphocyte (Score: 0.9592);B-Lymphocyte (Score: 0.9189);T-Cell Non-Hodgkin Lymphoma (Score: 0.9170);Adult T-Cell Leukemia/Lymphoma (Score: 0.9064);Transitional Cells (Score: 0.9026)
GASTRIC ADENOCARCINOMA,Gastric Adenocarcinoma,1,Gastric Adenocarcinoma (Score: 1.0000);Gastric Carcinoma (Score: 0.9644);Gastric Diffuse Adenocarcinoma (Score: 0.9602);Gastric Mucinous Adenocarcinoma (Score: 0.9583);Gastric Tubular Adenocarcinoma (Score: 0.9581)
ORGANOID,Organoid,1,Organoid (Score: 1.0000);Ovary (Score: 0.8973);Kidney (Score: 0.8844);Liver (Score: 0.8799);Endocrine (Score: 0.8774)
MIT FAMILY TRANSLOCATION RENAL CELL CARCINOMA,MiT Family Translocation-Associated Renal Cell Carcinoma,1,MiT Family Translocation-Associated Renal Cell Carcinoma (Score: 0.9917);Renal Cell Carcinoma (Score: 0.9115);Kidney Carcinoma (Score: 0.9111);Kidney Medullary Carcinoma (Score: 0.9037);Sarcomatoid Renal Cell Carcinoma (Score: 0.8989)
NATURAL KILLER NK CELL LYMPHOBLASTIC LEUKEMIA/LYMPHOMA,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma,1,Natural Killer Cell Lymphoblastic Leukemia/Lymphoma (Score: 0.9958);T Lymphoblastic Leukemia/Lymphoma (Score: 0.9370);B Lymphoblastic Leukemia/Lymphoma (Score: 0.9357);Lymphoblastic Lymphoma (Score: 0.9315);Mature T-Cell and NK-Cell Neoplasm (Score: 0.9271)
EXTRANODAL MARGINAL ZONE LYMPHOMA OF MUCOSA-ASSOCIATED LYMPHOID TISSUE MALT LYMPHOMA,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,1,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue (Score: 0.9936);Marginal Zone Lymphoma (Score: 0.9384);Nodal Marginal Zone Lymphoma (Score: 0.9340);Extranodal Disease (Score: 0.9187);Mantle Cell Lymphoma (Score: 0.9153)
ABDOMINAL WALL,Abdominal Wall,1,Abdominal Wall (Score: 1.0000);Abdomen (Score: 0.9372);Peritoneum (Score: 0.9029);Omentum (Score: 0.8867);Diaphragm (Score: 0.8802)
PLEXIFORM FIBROHISTIOCYTIC TUMOR,Plexiform Fibrohistiocytic Tumor,1,Plexiform Fibrohistiocytic Tumor (Score: 1.0000);Plexiform Neurofibroma (Score: 0.9331);Plexiform Schwannoma (Score: 0.9314);Ossifying Fibromyxoid Tumor (Score: 0.9166);Fibrolamellar Carcinoma (Score: 0.9109)
"ACUTE MYELOBLASTIC LEUKEMIA, IN RELAPSE",Recurrent Acute Myeloid Leukemia,1,Recurrent Acute Myeloid Leukemia (Score: 0.9482);Acute Myeloid Leukemia (Score: 0.9434);Acute Myelomonocytic Leukemia (Score: 0.9422);Acute Myeloid Leukemia with Recurrent Genetic Abnormalities (Score: 0.9380);Acute Myeloid Leukemia with Maturation (Score: 0.9370)
MYELODYSPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,Myelodysplastic/Myeloproliferative Neoplasm,1,"Myelodysplastic/Myeloproliferative Neoplasm (Score: 0.9978);Myeloproliferative Neoplasm (Score: 0.9723);Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable (Score: 0.9683);Myelodysplastic Syndrome (Score: 0.9655);Myelodysplastic Syndrome with Multilineage Dysplasia (Score: 0.9490)"
EWINGS SARCOMA,Ewing Sarcoma,1,Ewing Sarcoma (Score: 0.9975);Central Nervous System Ewing Sarcoma (Score: 0.9400);Bone Sarcoma (Score: 0.9355);Sarcoma (Score: 0.9325);Synovial Sarcoma (Score: 0.9313)
LUNG ADENOCARCINOMA,Lung Adenocarcinoma,1,Lung Adenocarcinoma (Score: 1.0000);Adenocarcinoma (Score: 0.9686);Lung Acinar Adenocarcinoma (Score: 0.9619);Lung Carcinoma (Score: 0.9606);Lung Papillary Adenocarcinoma (Score: 0.9590)
ENDOMETRIAL_SQUAMOUS,Endometrial Squamous Cell Carcinoma,1,Endometrial Squamous Cell Carcinoma (Score: 0.9680);Esophageal Squamous Cell Carcinoma (Score: 0.9332);Cervical Squamous Cell Carcinoma (Score: 0.9313);Squamous Cell Carcinoma (Score: 0.9305);Endometrial Carcinoma (Score: 0.9296)
PRIMARY TUMOUR,Primary Neoplasm,1,Primary Neoplasm (Score: 0.9659);Primary (Score: 0.9267);Breast Neoplasm (Score: 0.9077);Secondary Malignant Neoplasm (Score: 0.9049);Melanoma of Unknown Primary (Score: 0.9012)
