official_label,clean_code
Bilateral microtia - deafness - cleft palate,EFO:Orphanet_140963
"obsolete_palmoplantar keratoderma, Nagashima type",EFO:Orphanet_140966
obsolete_Saldino-Mainzer syndrome,EFO:Orphanet_140969
obsolete_RHYNS syndrome,EFO:Orphanet_140976
obsolete_primary central nervous system vasculitis,EFO:Orphanet_140989
obsolete_orofaciodigital syndrome,EFO:Orphanet_140997
obsolete_Canavan disease,EFO:Orphanet_141
obsolete_uncombable hair syndrome,EFO:Orphanet_1410
Orofaciodigital syndrome type 11,EFO:Orphanet_141000
Orofaciodigital syndrome type 9,EFO:Orphanet_141007
obsolete_nasal encephalocele,EFO:Orphanet_141118
obsolete_congenital tracheal stenosis,EFO:Orphanet_141127
obsolete_oculo-auriculo-vertebral spectrum,EFO:Orphanet_141132
obsolete_hemifacial microsomia,EFO:Orphanet_141136
obsolete_hemifacial hypertrophy,EFO:Orphanet_141145
obsolete_isolated congenital hypoglossia/aglossia,EFO:Orphanet_141152
obsolete_glossopalatine ankylosis,EFO:Orphanet_141163
obsolete_tarsal-carpal coalition syndrome,EFO:Orphanet_1412
obsolete_oblique facial cleft,EFO:Orphanet_141253
obsolete_Tessier number 4 facial cleft,EFO:Orphanet_141258
obsolete_Tessier number 5 facial cleft,EFO:Orphanet_141261
obsolete_Tessier number 6 facial cleft,EFO:Orphanet_141265
obsolete_lateral facial cleft,EFO:Orphanet_141269
obsolete_commissural facial cleft,EFO:Orphanet_141276
obsolete_orofaciodigital syndrome type 12,EFO:Orphanet_141327
obsolete_orofaciodigital syndrome type 13,EFO:Orphanet_141330
obsolete_Biemond syndrome type 2,EFO:Orphanet_141333
Cholestasis-lymphedema syndrome,EFO:Orphanet_1414
"obsolete_lethal chondrodysplasia, Moerman type",EFO:Orphanet_1420
"obsolete_lethal chondrodysplasia, Seller type",EFO:Orphanet_1421
Chondrodysplasia - disorder of sex development,EFO:Orphanet_1422
obsolete_lethal recessive chondrodysplasia,EFO:Orphanet_1423
Desbuquois syndrome,EFO:Orphanet_1425
obsolete_Greenberg dysplasia,EFO:Orphanet_1426
obsolete_otospondylomegaepiphyseal dysplasia,EFO:Orphanet_1427
Familial chondromalacia patellae,EFO:Orphanet_1428
Benign familial chorea,EFO:Orphanet_1429
obsolete_paroxysmal dyskinesia,EFO:Orphanet_1431
Choroidal atrophy - alopecia,EFO:Orphanet_1433
Choroideremia - hypopituitarism,EFO:Orphanet_1434
Choroideremia - deafness - obesity,EFO:Orphanet_1435
Skeletal dysplasia - intellectual disability,EFO:Orphanet_1436
obsolete_ring chromosome 1,EFO:Orphanet_1437
obsolete_ring chromosome 10,EFO:Orphanet_1438
obsolete_ring chromosome 12,EFO:Orphanet_1439
obsolete_Lynch syndrome,EFO:Orphanet_144
obsolete_ring chromosome 14,EFO:Orphanet_1440
obsolete_ring chromosome 17,EFO:Orphanet_1441
obsolete_ring chromosome 18,EFO:Orphanet_1442
obsolete_ring chromosome 19,EFO:Orphanet_1443
obsolete_ring chromosome 20,EFO:Orphanet_1444
obsolete_ring chromosome 21,EFO:Orphanet_1445
obsolete_ring chromosome 22,EFO:Orphanet_1446
obsolete_ring chromosome 4,EFO:Orphanet_1447
obsolete_ring chromosome 6,EFO:Orphanet_1448
obsolete_ring chromosome 7,EFO:Orphanet_1449
Hereditary breast and ovarian cancer syndrome,EFO:Orphanet_145
obsolete_Ring chromosome 8,EFO:Orphanet_1450
obsolete_CINCA syndrome,EFO:Orphanet_1451
obsolete_cleidocranial dysplasia,EFO:Orphanet_1452
obsolete_cleidorhizomelic syndrome,EFO:Orphanet_1453
Joubert syndrome with hepatic defect,EFO:Orphanet_1454
obsolete_CODAS syndrome,EFO:Orphanet_1458
Isolated CoQ-cytochrome C reductase deficiency,EFO:Orphanet_1460
obsolete_Coffin-Siris syndrome,EFO:Orphanet_1465
obsolete_COFS syndrome,EFO:Orphanet_1466
obsolete_Carbamoyl-phosphate synthase deficiency,EFO:Orphanet_147
Coloboma of macula - brachydactyly type B,EFO:Orphanet_1471
Uveal coloboma - cleft lip and palate - intellectual disability,EFO:Orphanet_1473
obsolete_renal coloboma syndrome,EFO:Orphanet_1475
obsolete_Interauricular communication,EFO:Orphanet_1478
Atrial septal defect - atrioventricular conduction defects,EFO:Orphanet_1479
obsolete_multiple carboxylase deficiency,EFO:Orphanet_148
obsolete_ventricular septal defect,EFO:Orphanet_1480
Contractures - ectodermal dysplasia - cleft lip/palate,EFO:Orphanet_1484
"Arthrogryposis - hyperkeratosis, lethal form",EFO:Orphanet_1485
Lethal congenital contracture syndrome type 1,EFO:Orphanet_1486
obsolete_Cooks syndrome,EFO:Orphanet_1487
obsolete_Cooper-Jabs syndrome,EFO:Orphanet_1488
Corneal dystrophy - perceptive deafness,EFO:Orphanet_1490
obsolete_Vici syndrome,EFO:Orphanet_1493
Intellectual disability - hypoplastic corpus callosum - preauricular tag,EFO:Orphanet_1495
Corpus callosum agenesis - neuronopathy,EFO:Orphanet_1496
obsolete_X-linked complicated corpus callosum dysgenesis,EFO:Orphanet_1497
obsolete_achondroplasia,EFO:Orphanet_15
obsolete_short rib-polydactyly syndrome,EFO:Orphanet_1505
Thin ribs - tubular bones - dysmorphism,EFO:Orphanet_1506
obsolete_autosomal recessive Robinow syndrome,EFO:Orphanet_1507
obsolete_coxoauricular syndrome,EFO:Orphanet_1508
obsolete_coxopodopatellar syndrome,EFO:Orphanet_1509
obsolete_Crane-Heise syndrome,EFO:Orphanet_1512
obsolete_craniodiaphyseal dysplasia,EFO:Orphanet_1513
Craniodigital syndrome - intellectual disability,EFO:Orphanet_1514
obsolete_cranioectodermal dysplasia,EFO:Orphanet_1515
obsolete_craniofacial dyssynostosis,EFO:Orphanet_1516
"Hypertrichotic osteochondrodysplasia, Cantu type",EFO:Orphanet_1517
"Hypertelorism, Teebi type",EFO:Orphanet_1519
Craniofrontonasal dysplasia,EFO:Orphanet_1520
Craniofrontonasal dysplasia - Poland anomaly,EFO:Orphanet_1521
obsolete_craniometaphyseal dysplasia,EFO:Orphanet_1522
obsolete_craniomicromelic syndrome,EFO:Orphanet_1524
obsolete_cranio-osteoarthropathy,EFO:Orphanet_1525
"obsolete_craniosynostosis, Philadelphia type",EFO:Orphanet_1527
obsolete_craniotelencephalic dysplasia,EFO:Orphanet_1528
obsolete_craniofacial-deafness-hand syndrome,EFO:Orphanet_1529
Craniosynostosis - cataract,EFO:Orphanet_1530
obsolete_craniosynostosis,EFO:Orphanet_1531
Gómez-López-Hernández syndrome,EFO:Orphanet_1532
Craniosynostosis - fibular aplasia,EFO:Orphanet_1533
obsolete_Craniosynostosis - dysmorphism - brachydactyly,EFO:Orphanet_1535
Craniosynostosis - Dandy-Walker malformation - hydrocephalus,EFO:Orphanet_1538
obsolete_familial isolated dilated cardiomyopathy,EFO:Orphanet_154
obsolete_Jackson-Weiss syndrome,EFO:Orphanet_1540
"Craniosynostosis, Boston type",EFO:Orphanet_1541
Crisponi syndrome,EFO:Orphanet_1545
Cryptomicrotia - brachydactyly - excess fingertip arch,EFO:Orphanet_1547
Cryptorchidism - arachnodactyly - intellectual disability,EFO:Orphanet_1548
obsolete_familial benign copper deficiency,EFO:Orphanet_1551
obsolete_Currarino triad,EFO:Orphanet_1552
obsolete_Curry-Jones syndrome,EFO:Orphanet_1553
Cutis gyrata - acanthosis nigricans - craniosynostosis,EFO:Orphanet_1555
obsolete_coloboma of superior eyelid,EFO:Orphanet_155884
obsolete_coloboma of inferior eyelid,EFO:Orphanet_155889
obsolete_otomandibular dysplasia,EFO:Orphanet_155896
obsolete_mandibulofacial dysostosis,EFO:Orphanet_155899
obsolete_carnitine palmitoyl transferase 1A deficiency,EFO:Orphanet_156
Primary glaucoma,EFO:Orphanet_156005
obsolete_keratoconus,EFO:Orphanet_156071
obsolete_Fatal infantile cytochrome C oxidase deficiency,EFO:Orphanet_1561
"obsolete_lipoatrophy with diabetes, leukomelanodermic papules, liver steatosis, and hypertrophic cardiomyopathy",EFO:Orphanet_156156
obsolete_isolated dystonia,EFO:Orphanet_156159
Dacryocystitis - osteopoikilosis,EFO:Orphanet_1562
Otomandibular dysplasia associated with monogenic syndromes,EFO:Orphanet_156202
obsolete_macroglossia,EFO:Orphanet_156207
obsolete_hypoglossia/aglossia,EFO:Orphanet_156212
obsolete_oromandibular-limb anomalies syndrome,EFO:Orphanet_156215
obsolete_paralytic facial malformation,EFO:Orphanet_156224
Syndrome or malformation associated with head and neck malformations,EFO:Orphanet_156237
obsolete_larynx anomaly,EFO:Orphanet_156249
obsolete_tracheal anomaly,EFO:Orphanet_156252
obsolete_Dahlberg-Borer-Newcomer syndrome,EFO:Orphanet_1563
Rare syndrome with cardiac malformations,EFO:Orphanet_156532
Dandy-Walker malformation - postaxial polydactyly,EFO:Orphanet_1566
Rare genetic hepatic disease,EFO:Orphanet_156601
obsolete_genetic parenchymatous liver disease,EFO:Orphanet_156604
obsolete_genetic biliary tract disease,EFO:Orphanet_156607
Rare genetic respiratory disease,EFO:Orphanet_156610
Rare genetic urogenital disease,EFO:Orphanet_156619
Genetic urogenital tract malformation,EFO:Orphanet_156622
obsolete_genetic hypertension,EFO:Orphanet_156629
Rare genetic endocrine disease,EFO:Orphanet_156638
"obsolete_spondyloepimetaphyseal dysplasia, matrilin-3 type",EFO:Orphanet_156728
"obsolete_dyssegmental dysplasia, Rolland-Desbuquois type",EFO:Orphanet_156731
X-linked intellectual disability - Dandy-Walker malformation - basal ganglia disease - Seizures,EFO:Orphanet_1568
obsolete_carnitine palmitoyltransferase II deficiency,EFO:Orphanet_157
obsolete_symbrachydactyly of hands and feet,EFO:Orphanet_1570
obsolete_Knobloch syndrome,EFO:Orphanet_1571
obsolete_common variable immunodeficiency,EFO:Orphanet_1572
obsolete_hereditary hypophosphatemic rickets with hypercalciuria,EFO:Orphanet_157215
Hypotrichosis with juvenile macular degeneration,EFO:Orphanet_1573
Retinal degeneration - nanophthalmos - glaucoma,EFO:Orphanet_1574
obsolete_infantile bilateral striatal necrosis,EFO:Orphanet_1576
obsolete_congenital or early infantile CACH syndrome,EFO:Orphanet_157713
obsolete_late infantile CACH syndrome,EFO:Orphanet_157716
obsolete_juvenile or adult CACH syndrome,EFO:Orphanet_157719
obsolete_situs ambiguus,EFO:Orphanet_157769
obsolete_Hypospadias - hypertelorism - coloboma and deafness,EFO:Orphanet_157788
obsolete_hereditary mixed polyposis syndrome,EFO:Orphanet_157794
obsolete_hyperplastic polyposis syndrome,EFO:Orphanet_157798
Dehydratase deficiency,EFO:Orphanet_1578
obsolete_mesoaxial synostotic syndactyly with phalangeal reduction,EFO:Orphanet_157801
obsolete_congenital pseudoarthrosis of the limbs,EFO:Orphanet_157808
obsolete_cold-induced sweating syndrome,EFO:Orphanet_157820
obsolete_neuroferritinopathy,EFO:Orphanet_157846
obsolete_pantothenate kinase-associated neurodegeneration,EFO:Orphanet_157850
obsolete_Huntington disease-like 1,EFO:Orphanet_157941
obsolete_Huntington disease-like 3,EFO:Orphanet_157946
obsolete_combined immunodeficiency with skin granulomas,EFO:Orphanet_157949
obsolete_ANE syndrome,EFO:Orphanet_157954
"Oculoauricular syndrome, Schorderet type",EFO:Orphanet_157962
"obsolete_Ehlers-Danlos syndrome, spondylocheirodysplastic type",EFO:Orphanet_157965
obsolete_congenital muscular dystrophy due to LMNA mutation,EFO:Orphanet_157973
Systemic primary carnitine deficiency,EFO:Orphanet_158
obsolete_distal monosomy 10p,EFO:Orphanet_1580
Sea-blue histiocytosis,EFO:Orphanet_158029
Primary hemophagocytic lymphohistiocytosis,EFO:Orphanet_158038
obsolete_non-distal monosomy 10q,EFO:Orphanet_1581
obsolete_genetic dementia,EFO:Orphanet_158124
obsolete_Huntington disease-like syndrome,EFO:Orphanet_158266
Rare genetic hematologic disease,EFO:Orphanet_158300
obsolete_suprabasal epidermolysis bullosa simplex,EFO:Orphanet_158661
Basal epidermolysis bullosa simplex,EFO:Orphanet_158665
obsolete_epidermolysis bullosa simplex due to plakophilin deficiency,EFO:Orphanet_158668
obsolete_acral dystrophic epidermolysis bullosa,EFO:Orphanet_158673
"obsolete_dystrophic epidermolysis bullosa, nails only",EFO:Orphanet_158676
Epidermolysis bullosa simplex with circinate migratory erythema,EFO:Orphanet_158681
Epidermolysis bullosa simplex with pyloric atresia,EFO:Orphanet_158684
obsolete_lethal acantholytic epidermolysis bullosa,EFO:Orphanet_158687
obsolete_Monosomy 13q14,EFO:Orphanet_1587
obsolete_carnitine-acylcarnitine translocase deficiency,EFO:Orphanet_159
obsolete_distal monosomy 13q,EFO:Orphanet_1590
obsolete_Distal monosomy 15q,EFO:Orphanet_1596
obsolete_distal monosomy 17q,EFO:Orphanet_1597
Monosomy 18p,EFO:Orphanet_1598
Blue cone monochromatism,EFO:Orphanet_16
obsolete_Monosomy 18q,EFO:Orphanet_1600
1p36 deletion syndrome,EFO:Orphanet_1606
obsolete_2q24 microdeletion syndrome,EFO:Orphanet_1617
obsolete_Cataract-glaucoma,EFO:Orphanet_162
obsolete_Distal monosomy 3p,EFO:Orphanet_1620
obsolete_3q13 microdeletion syndrome,EFO:Orphanet_1621
obsolete_Distal monosomy 5q,EFO:Orphanet_1627
obsolete_hereditary hyperferritinemia with congenital cataracts,EFO:Orphanet_163
Non-syndromic cerebral malformation due to abnormal neuronal migration,EFO:Orphanet_163209
obsolete_Hb Bart's hydrops fetalis,EFO:Orphanet_163596
obsolete_distal monosomy 7q36,EFO:Orphanet_1636
Bile acid synthesis defect with cholestasis and malabsorption,EFO:Orphanet_163631
obsolete_Maffucci syndrome,EFO:Orphanet_163634
"Spondyloepiphyseal dysplasia, Nishimura type",EFO:Orphanet_163649
"obsolete_spondyloepiphyseal dysplasia, Cantu type",EFO:Orphanet_163654
"obsolete_spondyloepiphyseal dysplasia, Reardon type",EFO:Orphanet_163662
"obsolete_spondyloepiphyseal dysplasia tarda, Kohn type",EFO:Orphanet_163665
"obsolete_spondyloepiphyseal dysplasia, MacDermot type",EFO:Orphanet_163668
Cortical dysplasia - focal epilepsy syndrome,EFO:Orphanet_163681
Leukoencephalopathy - dystonia - motor neuropathy,EFO:Orphanet_163684
Hypotonia - cystinuria syndrome,EFO:Orphanet_163690
obsolete_2p21 microdeletion syndrome,EFO:Orphanet_163693
Action myoclonus - renal failure syndrome,EFO:Orphanet_163696
obsolete_cryptogenic late-onset epileptic spasms,EFO:Orphanet_163708
obsolete_benign familial mesial temporal lobe epilepsy,EFO:Orphanet_163717
Rolandic epilepsy - speech dyspraxia,EFO:Orphanet_163721
Rolandic epilepsy - paroxysmal exercise-induced dystonia - writer's cramp,EFO:Orphanet_163727
Neurologic Waardenburg-Shah syndrome,EFO:Orphanet_163746
obsolete_pustulosis palmaris et plantaris,EFO:Orphanet_163927
obsolete_Acrodermatitis continua suppurativa of Hallopeau,EFO:Orphanet_163931
"X-linked intellectual disability, Najm type",EFO:Orphanet_163937
"X-linked intellectual disability, Nascimento type",EFO:Orphanet_163956
"obsolete_X-linked intellectual disability, Kroes type",EFO:Orphanet_163961
"obsolete_X-linked dominant chondrodysplasia, Chassaing-Lacombe type",EFO:Orphanet_163966
"obsolete_X-linked intellectual disability, Cilliers type",EFO:Orphanet_163971
"obsolete_X-linked intellectual disability, van Esch type",EFO:Orphanet_163976
X-linked intellectual disability - craniofacioskeletal syndrome,EFO:Orphanet_163979
X-linked intellectual disability - spastic quadriparesis,EFO:Orphanet_163982
Hyperekplexia - epilepsy,EFO:Orphanet_163985
"Developmental delay - deafness, Hildebrand type",EFO:Orphanet_163988
Rare odontal or periodontal disorder,EFO:Orphanet_164001
obsolete_distal monosomy 9p,EFO:Orphanet_1642
obsolete_Xp22.3 microdeletion syndrome,EFO:Orphanet_1643
obsolete_partial chromosome Y deletion,EFO:Orphanet_1646
obsolete_oculocerebrocutaneous syndrome,EFO:Orphanet_1647
Familial advanced sleep-phase syndrome,EFO:Orphanet_164736
obsolete_neutral lipid storage disease,EFO:Orphanet_165
obsolete_Dent disease,EFO:Orphanet_1652
obsolete_dentin dysplasia,EFO:Orphanet_1653
Natal teeth - intestinal pseudoobstruction - patent ductus,EFO:Orphanet_1654
Müllerian derivatives - lymphangiectasia - polydactyly,EFO:Orphanet_1655
Rare genetic gastroenterological disease,EFO:Orphanet_165652
Genetic intestinal disease,EFO:Orphanet_165655
obsolete_genetic gastro-esophageal disease,EFO:Orphanet_165658
Genetic pancreatic disease,EFO:Orphanet_165661
"obsolete_dermatoosteolysis, Kirghizian type",EFO:Orphanet_1657
obsolete_syndromic urogenital tract malformation,EFO:Orphanet_165707
Absence of fingerprints - congenital milia,EFO:Orphanet_1658
obsolete_familial mesial temporal lobe epilepsy with febrile seizures,EFO:Orphanet_165805
obsolete_diazoxide-sensitive diffuse hyperinsulinism,EFO:Orphanet_165985
obsolete_diazoxide-resistant diffuse hyperinsulinism,EFO:Orphanet_165988
obsolete_exercise-induced hyperinsulinism,EFO:Orphanet_165991
obsolete_selective pituitary resistance to thyroid hormone,EFO:Orphanet_165994
obsolete_Charcot-Marie-Tooth disease,EFO:Orphanet_166
obsolete_dermo-odonto dysplasia,EFO:Orphanet_1660
obsolete_multiple epiphyseal dysplasia due to collagen 9 anomaly,EFO:Orphanet_166002
"obsolete_multiple epiphyseal dysplasia, Beighton type",EFO:Orphanet_166011
"obsolete_multiple epiphyseal dysplasia, Lowry type",EFO:Orphanet_166016
"obsolete_multiple epiphyseal dysplasia, Al-Gazali type",EFO:Orphanet_166024
"obsolete_multiple epiphyseal dysplasia, with severe proximal femoral dysplasia",EFO:Orphanet_166029
"obsolete_multiple epiphyseal dysplasia, with miniepiphyses",EFO:Orphanet_166032
Metaphyseal chondrodysplasia - retinitis pigmentosa,EFO:Orphanet_166035
"obsolete_metaphyseal chondrodysplasia, Kaitila type",EFO:Orphanet_166038
obsolete_pontocerebellar hypoplasia type 4,EFO:Orphanet_166063
obsolete_pontocerebellar hypoplasia type 5,EFO:Orphanet_166068
obsolete_pontocerebellar hypoplasia type 6,EFO:Orphanet_166073
Von Willebrand disease type 1,EFO:Orphanet_166078
Von Willebrand disease type 2,EFO:Orphanet_166081
obsolete_von Willebrand disease type 2A,EFO:Orphanet_166084
obsolete_von Willebrand disease type 2B,EFO:Orphanet_166087
obsolete_von Willebrand disease type 2M,EFO:Orphanet_166090
obsolete_von Willebrand disease type 2N,EFO:Orphanet_166093
obsolete_Von Willebrand disease type 3,EFO:Orphanet_166096
obsolete_X-linked corneal dermoid,EFO:Orphanet_1661
Stickler syndrome type 3,EFO:Orphanet_166100
obsolete_FASTKD2-related infantile mitochondrial encephalomyopathy,EFO:Orphanet_166105
"obsolete_Intellectual disability, Birk-Barel type",EFO:Orphanet_166108
Bazex syndrome,EFO:Orphanet_166113
obsolete_isolated osteopoikilosis,EFO:Orphanet_166119
Lethal restrictive dermopathy,EFO:Orphanet_1662
obsolete_dentinogenesis imperfecta type 2,EFO:Orphanet_166260
obsolete_dentinogenesis imperfecta type 3,EFO:Orphanet_166265
obsolete_Goldblatt syndrome,EFO:Orphanet_166272
Suarez-Stickler syndrome,EFO:Orphanet_166277
obsolete_familial sick sinus syndrome,EFO:Orphanet_166282
obsolete_porokeratotic eccrine ostial and dermal duct nevus,EFO:Orphanet_166286
obsolete_benign non-familial infantile seizures,EFO:Orphanet_166295
obsolete_benign partial epilepsy of infancy with complex partial seizures,EFO:Orphanet_166299
obsolete_benign partial epilepsy with secondarily generalized seizures in infancy,EFO:Orphanet_166302
Benign infantile seizures associated to mild gastroenteritis,EFO:Orphanet_166305
obsolete_benign infantile focal epilepsy with midline spikes and wave during sleep,EFO:Orphanet_166308
